date,antimony
YYYY-MM-DD,ppb
2016-10-15,0.042519999999999995
2016-10-19,0.04361
2016-10-27,0.04307
2016-11-03,0.04788
2016-11-12,0.04567
2016-11-23,0.04446
2016-12-19,0.03838
2017-03-19,1.0224
2017-04-11,0.05267
2017-04-12,1.01657
2017-05-14,0.16385
2017-05-30,0.2612
2017-06-01,0.11918
2017-06-15,0.07303
2017-06-30,0.06514
2017-07-13,0.06553
2017-07-30,0.05629000000000001
2017-08-25,0.04166
2017-09-13,0.04117
2017-09-27,0.02103
2017-10-14,0.03749
2017-10-23,0.03258
2017-10-29,0.0
2017-11-03,0.03068
2017-11-16,0.037239999999999995
2017-12-19,0.05512
2018-01-05,0.02463
2018-01-25,0.0
2018-03-03,0.12392
2018-03-17,0.08283
2018-05-07,0.05288
2018-05-25,0.04782
2018-06-03,0.04631
2018-06-15,0.03725
2018-06-25,0.03786
2018-07-11,0.028900000000000002
2018-07-15,0.03436
2018-08-10,0.033370000000000004
2018-08-17,0.03607
2018-08-24,0.03181
