date,titanium
YYYY-MM-DD,ppb
2021-06-21,1.5179200000000002
2021-06-29,3.80474
2021-07-08,2.2947699999999998
2021-07-21,2.7835
2021-07-27,2.5475199999999996
2021-08-05,2.23819
2021-08-11,2.44682
2021-08-18,2.07476
2021-08-26,2.35091
2021-08-30,1.70953
2021-09-12,1.68079
2021-10-06,1.91167
2021-10-13,1.0870248
2021-11-05,1.4080867
2021-12-16,1.5522445
