date,phosphorus
YYYY-MM-DD,ppb
2016-08-05,249.82484
2016-08-12,217.8932
2016-08-19,196.93426
2016-08-26,121.91090000000001
2016-09-02,121.77483000000001
2016-09-09,153.5722
2016-09-16,701.49406
2016-10-01,142.71794
2016-10-12,152.91137
2016-10-19,132.34064
2016-10-27,127.28405000000001
2016-11-03,135.10372
2016-11-12,140.88071
2017-06-16,279.9228
2017-08-04,194.82925999999998
2017-08-25,199.12517000000003
2017-09-27,171.66324
2017-10-05,155.33543
2017-10-12,152.87095
2017-10-13,164.30447
2017-10-24,151.59183000000002
2017-11-03,142.30807000000001
2017-11-15,140.33131
2018-05-25,192.99054999999998
2018-06-09,218.09811
2018-06-15,212.38886000000002
2018-06-25,196.47147
2018-07-11,169.32918999999998
2018-07-16,158.29166
2018-08-24,154.41042
2018-08-27,140.23602
2019-06-23,556.25495
2019-06-27,554.84211
2019-07-05,534.43944
2019-07-14,397.13728000000003
2019-07-19,457.78495
2019-07-26,486.56419
2019-08-02,583.85902
2019-08-09,495.97932000000003
2019-08-16,304.05872
2019-08-23,599.27621
2019-08-30,632.1475
2019-09-06,363.38934
2019-09-20,199.14988
2019-09-27,371.69423
2019-10-04,356.52610000000004
2020-03-01,156.13417
2020-04-01,144.74969
2020-04-28,137.99253
2020-05-22,297.75281
2020-05-29,353.43616
2020-06-08,380.39746
2020-06-12,378.04662
2020-06-19,288.27667
2020-06-26,350.71804
2020-07-02,337.12753999999995
2020-07-10,307.81678
2020-07-17,321.25998000000004
2020-07-23,270.13268
2020-07-30,226.35334
2020-08-07,258.37962
2020-08-14,237.81217
2020-08-20,214.01321
2020-08-27,232.8173
2020-09-03,212.76451000000003
2020-09-11,193.59361
2020-09-18,196.31132000000002
2020-09-24,216.87788
2020-10-01,189.25995
2020-10-08,177.87514000000002
2020-10-16,184.48564000000002
2020-10-23,178.90348
2020-11-06,189.03963000000002
2021-01-21,162.74453999999997
2021-02-17,132.45402
2021-03-10,146.55631
2021-04-14,153.8767
2021-05-19,201.3298
2021-05-28,285.1877
2021-06-04,330.319
2021-06-11,307.05286
2021-06-24,328.51261
2021-07-09,306.40583
2021-07-15,482.40625
2021-07-23,232.67686999999998
2021-07-30,220.01401
2021-08-06,200.3832
2021-08-13,23.207842300000003
2021-08-19,31.7061967
2021-08-27,16.084186199999998
2021-09-03,19.7232394
2021-10-01,25.0278818
2021-10-07,26.139012899999997
2021-10-22,16.577080900000002
2021-11-03,15.153063099999999
2021-11-11,24.5004241
2021-12-20,22.8189377
