date,selenium
YYYY-MM-DD,ppb
2015-12-31,0.46418000000000004
2016-02-12,0.15548
2016-02-18,0.08788000000000001
2016-02-24,0.11943000000000001
2016-03-04,0.11717
2016-03-11,0.09239
2016-03-18,0.13971
2016-03-27,0.09915
2016-03-28,0.0
2016-04-03,0.0
2016-04-04,0.0
2016-04-05,0.0
2016-04-05,0.09459000000000001
2016-04-05,0.09459000000000001
2016-04-07,0.0
2016-04-07,0.0
2016-04-09,0.0
2016-04-09,0.0
2016-04-11,0.0
2016-04-11,0.0
2016-04-14,0.0
2016-04-16,0.79586
2016-04-18,0.38772
2016-04-20,0.36732
2016-04-22,0.22107000000000002
2016-04-24,0.55098
2016-04-26,0.25168
2016-04-28,0.56118
2016-04-30,0.39453000000000005
2016-05-02,0.28229
2016-05-04,0.54417
2016-05-06,0.46595
2016-05-08,0.42514
2016-05-10,0.45234
2016-05-12,0.21836999999999998
2016-05-14,0.0
2016-05-16,0.0
2016-05-18,0.14148
2016-05-20,0.0
2016-05-22,0.0
2016-05-24,0.04614
2016-05-26,0.0
2016-05-28,0.00615
2016-05-30,0.0
2016-06-01,0.05536
2016-06-03,0.08612
2016-06-05,0.57296
2016-06-07,0.22918999999999998
2016-06-09,0.13654
2016-06-11,0.11946999999999999
2016-06-13,0.07314
2016-06-15,0.12678
2016-06-17,0.08045999999999999
2016-06-19,0.2048
2016-06-21,0.12435
2016-06-23,0.07558
2016-06-25,0.08533
2016-06-27,0.08045999999999999
2016-06-29,0.10972000000000001
2016-07-01,0.11459
2016-07-03,0.10728
2016-07-05,0.08045999999999999
2016-07-07,0.07314
2016-07-09,0.08533
2016-07-11,0.10484
2016-07-13,0.10484
2016-07-15,0.07071
2016-07-17,0.12191
2016-07-19,0.59231
2016-07-21,0.19912
2016-07-23,0.26465
2016-07-25,0.20667999999999997
2016-07-27,0.1361
2016-07-29,0.1109
2016-07-31,0.11846000000000001
2016-08-02,0.17391
2016-08-04,0.11341999999999999
2016-08-06,0.16635
2016-08-08,0.09074
2016-08-10,0.16635
2016-08-12,0.13358
2016-08-14,0.30042
2016-08-16,0.12076
2016-08-18,0.08836
2016-08-20,0.07069
2016-08-22,0.0
2016-08-24,0.04418
2016-08-26,0.035339999999999996
2016-08-28,0.0
2016-09-02,0.0029500000000000004
2016-09-03,0.047130000000000005
2016-09-05,0.0
2016-09-07,0.05596
2016-09-09,0.0
2016-09-11,0.047130000000000005
2016-09-13,0.05596
2016-09-15,0.0324
2016-09-21,0.017669999999999998
2016-09-21,0.0324
2016-09-23,0.026510000000000002
2016-09-25,0.0
2016-09-27,0.035339999999999996
2016-09-29,0.0324
2016-10-01,0.36154
2016-10-03,0.13172
2016-10-05,0.16254999999999997
2016-10-07,0.15695
2016-10-09,0.10370000000000001
2016-10-11,0.11491
2016-10-15,0.09528999999999999
2016-10-17,0.13733
2016-10-19,0.12892
2016-10-21,0.08127999999999999
2016-10-23,0.10089000000000001
2016-10-25,0.09809
2016-10-27,0.1065
2016-10-29,0.09528999999999999
2016-11-13,0.08688
2016-11-23,0.0
2016-12-15,0.0
2017-01-24,0.0
2017-02-20,0.12275
2017-03-10,0.11047
2017-03-17,0.09206
2017-03-25,0.16264
