date,silicon
YYYY-MM-DD,ppb
2015-06-02,2537.50846
2015-06-12,30.6896439674463
2015-06-13,44.2795095489712
2015-06-18,661.52117
2015-07-06,65.28265266535969
2015-07-10,32.54280103536035
2015-07-15,412.89648
2015-08-02,147.39457
2015-11-04,98.87386
2015-11-23,582.35936
2015-11-28,119.57421
2016-05-27,27.204899376
2016-06-04,113.97337182419999
2016-06-08,73.8789
2016-06-11,218.62010901140002
2016-06-17,0.0
2016-07-08,0.0
2016-07-14,0.0
2016-07-16,0.0
2016-07-22,0.0
2016-07-29,0.0
2016-08-11,0.0
2016-08-19,0.0
2016-08-26,0.0
2016-09-02,0.0
2016-09-16,58.34423
2016-10-12,102.71562
2016-10-19,94.26971
2016-10-27,102.85385
2016-11-03,62.69907
2016-11-12,59.617050000000006
2016-12-04,28.414679999999997
2017-03-27,62.572970000000005
2017-06-23,4.75499
2017-06-30,0.60103
2017-07-13,25.64411
2017-07-14,26.418689999999998
2017-07-17,30.264069999999997
2017-07-30,9.717649999999999
2017-08-11,19.14942
2017-08-25,50.37966
2017-08-31,60.26137
2017-09-18,15.218050000000002
2017-09-27,418.10147
2017-10-14,675.197
2017-10-19,1942.9816099999998
2017-10-23,3949.37403
2017-10-24,721.31983
2017-11-03,16.889499999999998
2017-11-14,15.86633
2017-11-16,7131.58239
2017-12-19,6856.72234
2018-01-06,61.873509999999996
2018-01-25,17.65839
2018-01-29,31.534270000000003
2018-03-03,9.98399
2018-03-04,8877.37282
2018-03-13,21.25081
2018-03-17,9090.70393
2018-05-07,5562.07071
2018-05-25,5645.136240000001
2018-06-03,35.54643
2018-06-08,0.0
2018-06-15,0.0
2018-06-25,0.0
2018-07-09,0.0
2018-08-10,0.0
2018-08-17,0.0
2018-08-24,0.0
2018-08-25,172.47347000000002
2018-08-31,9.42851
2018-09-07,271.83083
2018-09-14,145.61614
2018-09-21,7.6998500000000005
2018-10-11,3180.56284
2018-10-12,10.90557
2018-10-18,1217.85043
2018-10-25,273.35362
2018-11-02,132.44277
2018-11-10,0.0
2018-11-16,0.0
2018-11-17,0.0
2019-07-27,291.19838000000004
2019-08-13,329.88594
