date,arsenic
YYYY-MM-DD,ppb
2019-10-07,0.17901
2020-05-26,0.0
2020-10-09,0.4366
2021-05-25,0.19121
2021-07-28,13.63499
2021-07-29,0.68282
2021-10-05,0.21317
