date,iron
YYYY-MM-DD,ppb
2016-08-05,281.8435
2016-08-12,51.660630000000005
2016-08-19,57.05024
2016-08-26,220.85386
2016-09-02,60.81881
2016-09-09,61.322109999999995
2016-09-16,271.38546
2016-10-01,50.774460000000005
2016-10-12,72.83153
2016-10-19,48.0037
2016-10-27,73.14729
2016-11-03,137.75862
2016-11-12,186.45907
2017-06-16,1025.8281200000001
2017-08-04,337.42759
2017-08-25,1076.1092600000002
2017-09-27,410.78116
2017-10-05,14.57428
2017-10-12,103.37904999999999
2017-10-13,34.55203
2017-10-24,16.1465
2017-11-03,165.04573
2017-11-15,224.98622
2018-05-25,3.41305
2018-06-09,733.20865
2018-06-15,202.9287
2018-06-25,450.61190000000005
2018-07-11,66.21403
2018-07-16,140.98742
2018-08-24,19.6859
2018-08-27,48.72926
2019-06-23,29.61334
2019-06-27,34.173770000000005
2019-07-05,40.77143
2019-07-14,50.688649999999996
2019-07-19,125.38886
2019-07-26,190.7142
2019-08-02,154.05291
2019-08-09,233.13369
2019-08-16,45.411289999999994
2019-08-23,330.48869
2019-08-30,403.57438
2019-09-06,377.00077
2019-09-20,34.32218
2019-09-27,72.41899000000001
2019-10-04,69.39305
2020-03-01,88.50228
2020-04-01,94.95817000000001
2020-04-28,88.97897
2020-05-22,88.48541
2020-05-29,97.99125000000001
2020-06-08,206.23950000000002
2020-06-12,114.33283
2020-06-19,90.39801
2020-06-26,91.99602999999999
2020-07-02,96.02551
2020-07-10,88.86153999999999
2020-07-17,95.37302
2020-07-23,92.97151
2020-07-30,90.24705
2020-08-07,91.01267
2020-08-14,89.47581
2020-08-20,86.94772
2020-08-27,103.91138
2020-09-03,90.71915000000001
2020-09-11,87.56741
2020-09-18,89.27118
2020-09-24,102.15263999999999
2020-10-01,109.53834
2020-10-08,91.41177
2020-10-16,90.67779
2020-10-23,96.76319
2020-11-06,123.99658000000001
2021-01-21,98.28882999999999
2021-02-17,11.153359999999992
2021-03-10,58.50957
2021-04-14,27.0748
2021-05-19,12.17123
2021-05-28,27.84463
2021-06-04,15.50253
2021-06-11,62.79774
2021-06-24,15.64902
2021-07-09,10.2043
2021-07-15,532.67793
2021-07-23,0.95821
2021-07-30,35.404399999999995
2021-08-06,38.08265
2021-08-13,40.631752
2021-08-19,99.23344200000001
2021-08-27,17.6113237
2021-09-03,15.499778099999999
2021-10-01,54.609354100000004
2021-10-07,49.7201031
2021-10-22,16.9724868
2021-11-03,46.57506910000001
2021-11-11,49.0552963
2021-12-20,17.069767499999998
