date,chromium
YYYY-MM-DD,ppb
2014-12-12,0.21395999999999998
2015-04-19,0.46449999999999997
2015-05-11,0.27813
2015-05-24,0.31334
2015-06-02,0.31887
2015-06-18,0.1585
2015-07-02,0.27846
2015-07-15,0.22637999999999997
2015-08-02,0.75292
2015-08-09,0.28036
2015-10-04,0.45235
2015-10-13,0.21547
2015-10-26,0.35943
2015-11-09,0.32466
2015-11-23,0.66397
2016-04-08,0.22091
2016-04-21,0.55742
2016-05-02,0.5431651533
2016-05-20,0.49702785159999996
2016-05-27,0.522029608
2016-06-04,0.839625836
2016-06-11,0.555840303
2016-06-17,0.62588
2016-06-27,0.86144
2016-07-08,0.71036
2016-07-15,0.6169100000000001
2016-07-22,0.5541900000000001
2016-07-29,0.42472000000000004
2016-08-05,0.38843999999999995
2016-08-12,0.52439
2016-08-19,0.37856
2016-08-26,0.63256
2016-09-02,0.85885
2016-09-09,0.56117
2016-09-16,0.58572
2016-09-23,0.51595
2016-09-30,0.40155
2016-10-12,0.41542999999999997
2016-10-19,0.45310999999999996
2016-10-27,0.72003
2016-11-03,0.52474
2016-11-12,1.09938
2016-11-23,0.99283
2016-12-04,0.6754499999999999
2017-05-14,1.04172
2017-05-30,1.71725
2017-06-15,0.40126
2017-06-30,1.06995
2017-07-13,0.14279
2017-07-30,0.56848
2017-08-25,1.1105099999999999
2017-09-14,0.36816000000000004
2017-09-27,0.8377600000000001
2017-10-14,0.8994099999999999
2017-10-23,0.43578
2017-11-03,0.62983
2017-11-16,0.8178399999999999
2018-03-03,0.27248
2018-05-25,1.0840800000000002
2018-06-08,1.41597
2018-06-15,1.05046
2018-06-25,1.0596800000000002
2018-07-09,0.0772
2018-07-15,0.08604
2018-08-10,0.1063
2018-08-17,0.12318000000000001
2018-08-24,0.7927099999999999
2018-09-07,0.24362
2018-09-14,0.49015000000000003
2018-09-21,0.33262
2018-09-28,1.3535300000000001
