date,molybdenum
YYYY-MM-DD,ppb
2016-10-15,0.50382
2016-10-19,0.53597
2016-10-27,0.56095
2016-11-03,0.5306500000000001
2016-11-12,0.5333
2016-11-23,0.5563400000000001
2016-12-19,0.52564
2017-03-19,1.31548
2017-04-11,0.43047
2017-04-12,0.68033
2017-05-14,0.31377
2017-05-30,0.41603
2017-06-01,0.25508
2017-06-15,0.23233
2017-06-30,0.2391
2017-07-13,0.32089
2017-07-30,0.37993
2017-08-25,0.41384
2017-09-13,0.5214799999999999
2017-09-27,0.45206999999999997
2017-10-14,0.45314
2017-10-23,0.44408000000000003
2017-10-29,0.50711
2017-11-03,0.44414000000000003
2017-11-16,0.44196
2017-12-19,0.46102
2018-01-05,0.47869
2018-01-25,0.47800000000000004
2018-03-03,1.15438
2018-03-17,1.15286
2018-05-07,0.8397100000000001
2018-05-25,0.85121
2018-06-03,0.8805000000000001
2018-06-15,0.8512599999999999
2018-06-25,0.91757
2018-07-11,0.92468
2018-07-15,0.94522
2018-08-10,1.00013
2018-08-17,1.0322
2018-08-24,1.01028
