date,rubidium
YYYY-MM-DD,ppb
2020-05-22,1.20685
2020-05-29,0.8952
2020-06-05,1.03239
2020-06-12,1.19323
2020-06-19,1.29874
2020-06-26,1.23988
2020-07-02,1.25572
2020-07-10,1.20327
2020-07-17,1.37872
2020-07-23,2.3507
2020-07-30,1.18858
2020-08-07,1.30919
2020-08-14,1.13858
2020-08-20,1.21029
2020-08-27,1.21679
2020-09-03,1.1441999999999999
2020-09-11,1.11793
2020-09-18,1.18909
2020-09-24,1.19472
2020-10-01,1.07876
2020-10-08,1.08862
2020-10-16,0.8769
2020-10-23,1.17782
2020-10-27,0.99219
2020-11-06,1.09858
2020-11-20,1.00946
2021-05-19,0.76935
2021-05-28,1.49544
2021-06-04,1.43246
2021-06-11,1.07857
2021-06-24,1.98846
2021-07-09,1.4283000000000001
2021-07-15,1.79867
2021-07-23,1.9475600000000002
2021-07-30,1.0884399999999999
2021-08-06,1.41887
2021-08-13,0.8694788
2021-08-27,1.023234
2021-09-03,1.153286
2021-10-01,1.2154592
2021-10-07,0.9333193
2021-10-22,1.1521081
2021-11-03,2.5326501
2021-11-11,1.2960178
