date,rubidium
YYYY-MM-DD,ppb
2015-10-21,0.98736
2015-11-01,0.21431
2015-11-09,0.25965
2015-11-17,0.17234
2015-11-23,0.6517499999999999
2015-12-03,0.9188799999999999
2015-12-14,0.9256399999999999
2015-12-22,0.98588
2015-12-28,0.6691400000000001
2016-01-04,0.45035
2016-01-12,0.32189
2016-02-02,0.9506100000000001
2016-02-15,1.0722800000000001
2016-02-23,0.38214
2016-02-29,0.95305
2016-03-08,0.9707300000000001
2016-03-15,0.93912
2016-03-21,0.37753000000000003
2016-03-29,0.37329
2016-04-05,0.80402
2016-04-12,1.05505
2016-04-19,0.8889800000000001
2016-04-25,0.72274
2016-05-03,0.71285
2016-05-11,0.79911
2016-05-17,0.88365
2016-05-27,0.72867
2016-06-01,0.61712
2016-06-09,0.61422
2016-06-16,1.33761
2016-06-22,0.97637
2016-06-29,0.86791
2016-07-08,1.13374
2016-07-15,1.2102
2016-07-22,1.2259499999999999
2016-07-29,1.2145599999999999
2016-08-05,1.07501
2016-08-12,0.93101
2016-08-19,0.94792
2016-08-26,1.048
2016-09-02,0.87591
2016-09-09,0.87169
2016-09-16,1.09805
2016-09-23,0.93847
2016-10-01,0.9494199999999999
2016-10-12,0.98577
2016-10-19,0.96899
2016-10-21,0.29684
2016-10-27,1.05348
2016-11-03,1.1818199999999999
2016-11-12,1.07922
2016-11-22,0.62971
2016-11-29,0.50013
2016-12-06,1.07546
2016-12-13,0.55163
2016-12-27,0.39958
2017-01-03,1.03381
2017-01-17,1.13781
2017-01-24,1.13674
2017-01-31,0.42206
2017-02-07,0.45275000000000004
2017-02-15,0.50929
2017-02-21,1.06525
2017-02-28,1.15001
2017-03-09,0.7854800000000001
2017-03-14,0.49006
2017-03-21,0.48666
2017-03-28,0.45737
2017-04-04,0.47436
2017-04-11,0.521
2017-04-18,1.3658899999999998
2017-04-25,0.84943
2017-05-02,0.86186
2017-05-09,0.8056000000000001
2017-05-16,0.7612399999999999
2017-05-23,0.7122
2017-05-30,0.77861
2017-06-01,1.34124
2017-06-16,0.69258
2017-06-30,1.06865
2017-07-30,1.22249
2017-08-25,1.18042
2017-09-14,1.10106
2017-09-27,1.05036
2017-10-10,1.07111
2017-10-14,1.16442
2017-10-17,1.0918700000000001
2017-10-23,1.04848
2017-10-24,1.1397
2017-10-31,1.02753
2017-11-03,1.03045
2017-11-07,1.12402
2017-11-14,1.04797
2017-11-15,1.01372
2017-11-21,1.06519
2017-11-24,1.04797
2017-11-28,1.0656599999999998
2017-12-05,1.0793
2017-12-12,0.9321699999999999
2017-12-19,1.08518
2017-12-26,0.93143
2018-01-02,1.0694
2018-01-09,1.07632
2018-01-16,1.12934
2018-01-23,0.56996
2018-01-30,0.51504
2018-02-06,0.95871
2018-02-13,0.8238099999999999
2018-02-20,1.0277500000000002
2018-02-27,1.05198
2018-03-06,1.05267
2018-03-13,0.8939600000000001
2018-03-20,1.02967
2018-03-27,0.595
2018-04-03,0.9737600000000001
2018-04-10,1.07019
2018-04-17,1.13926
2018-04-24,0.70925
2018-05-01,0.68536
2018-05-25,0.7281799999999999
2018-06-09,0.9787800000000001
2018-06-15,0.8986099999999999
2018-06-25,0.95254
2018-07-11,1.04417
2018-07-16,1.05856
2018-08-10,1.1533499999999999
2018-08-17,1.0120500000000001
2018-08-24,1.04027
2018-09-07,1.08932
2018-09-14,1.0745200000000001
2018-09-21,1.08091
2018-09-28,1.56977
2018-10-05,1.16183
2018-10-12,1.04901
2018-10-19,1.0944
2018-10-25,1.05655
2018-11-02,1.07649
2019-05-07,0.7333099999999999
2019-06-23,0.89188
2019-06-27,0.8790199999999999
2019-07-05,0.9701899999999999
2019-07-14,1.03245
2019-07-19,1.03189
2019-07-26,1.07932
2019-08-02,1.17474
2019-08-09,1.10416
2019-08-16,0.99341
2019-08-23,1.08113
2019-08-30,1.10362
2019-09-06,1.1204699999999999
2019-09-13,1.3087399999999998
2019-09-20,1.07892
2019-09-27,0.9386
2019-10-04,1.12673
2019-10-11,1.03361
2019-10-19,1.1168500000000001
2020-05-22,0.51751
2020-05-29,0.39839
2020-06-05,0.5708
2020-06-12,0.54638
2020-06-19,0.64425
2020-06-26,0.73048
2020-07-02,0.78544
2020-07-10,0.64344
2020-07-17,0.9109
2020-07-23,0.787
2020-07-30,0.67459
2020-08-07,0.80468
2020-08-14,0.8657900000000001
2020-08-20,1.06253
2020-08-27,0.83803
2020-09-03,0.8310299999999999
2020-09-11,1.74466
2020-09-18,0.87378
2020-09-24,1.01164
2020-10-01,0.81069
2020-10-08,0.88222
2020-10-16,0.92415
2020-10-23,1.35837
2020-11-06,0.7538499999999999
2021-05-19,0.91924
2021-05-28,0.96444
2021-06-04,1.14285
2021-06-11,1.0675700000000001
2021-06-18,1.11654
2021-06-24,1.34443
2021-07-02,1.39273
2021-07-09,1.28194
2021-07-15,1.23125
2021-07-23,1.2873899999999998
2021-07-30,1.11344
2021-08-06,1.05003
2021-08-13,1.1097935
2021-08-19,1.0248135999999999
2021-08-27,1.005867
2021-09-03,0.9641708999999999
2021-10-01,1.0522578
2021-10-07,0.9961451
2021-10-22,1.0505076
2022-10-15,0.9936148
