date,silicon
YYYY-MM-DD,ppb
5/2/14,2213.347536
5/4/14,2087.004965
5/7/14,1998.272473
5/10/14,2057.920062
5/13/14,2007.745023
5/16/14,1756.610763
5/19/14,1878.115305
5/22/14,1822.11773
5/25/14,1732.346638
5/28/14,1689.982154
5/31/14,1597.676843
6/3/14,1574.249564
6/6/14,1569.650131
6/9/14,1633.126389
6/12/14,1547.948297
6/15/14,1592.283548
6/18/14,1575.016233
6/21/14,1559.480503
6/24/14,1558.155352
6/27/14,1523.751424
6/30/14,1464.434246
7/3/14,1452.84356
7/6/14,1447.035059
7/9/14,1439.446727
7/12/14,1710.193124
7/15/14,1683.640801
7/18/14,1690.814731
7/21/14,1699.531816
7/24/14,1683.072479
7/27/14,1685.046887
7/30/14,1708.692029
8/2/14,1751.825999
8/5/14,1707.280543
8/8/14,1707.610979
8/11/14,1691.437942
8/14/14,1694.222146
8/17/14,1701.37298
8/20/14,1740.44504
8/23/14,1722.251802
8/26/14,2693.255719
8/29/14,2625.588892
9/1/14,2696.403726
9/4/14,2736.839674
9/7/14,2675.165354
9/10/14,2659.009098
9/13/14,2690.0402
9/16/14,2743.170897
9/19/14,2771.368172
9/22/14,2782.3739
9/25/14,2652.722416
9/28/14,2598.447844
10/1/14,2750.584969
10/4/14,2747.720043
10/7/14,2469.456032
10/9/14,2460.110797
10/10/14,2548.58011
10/13/14,2516.594739
10/16/14,2422.856222
10/19/14,2591.185646
10/22/14,2013.897252
10/23/14,2021.225302
10/24/14,1964.351331
10/25/14,2005.883906
10/26/14,1998.237763
10/27/14,2062.711633
10/28/14,2012.303153
10/29/14,2057.266048
10/30/14,2107.684519
10/31/14,2214.656886
11/1/14,2185.861026
11/2/14,2164.275529
11/3/14,2161.593494
11/4/14,2120.414741
11/5/14,2250.916217
11/6/14,2257.256576
11/7/14,2231.633302
11/8/14,2250.847873
11/9/14,2258.431502
11/10/14,2234.927461
11/11/14,2176.004364
11/12/14,2220.754892
11/13/14,2167.605193
11/14/14,2167.925504
11/15/14,2167.454626
11/16/14,2229.664785
11/17/14,2342.509108
11/18/14,2404.179615
11/19/14,2426.864188
11/20/14,2523.552212
11/21/14,2470.50588
11/22/14,2512.12842
11/23/14,2541.601356
11/24/14,2620.56423
11/25/14,2698.882211
11/26/14,2754.837647
11/27/14,2760.231442
11/28/14,2878.436727
11/29/14,2820.292606
11/30/14,2817.671944
12/1/14,2821.756835
12/2/14,2855.930643
12/3/14,2909.241426
12/4/14,2888.850301
12/5/14,2899.272841
12/6/14,2976.872231
12/7/14,2994.427996
12/8/14,3097.335296
12/9/14,3170.653148
12/10/14,3181.911714
12/11/14,3189.0316
12/12/14,3150.219493
12/13/14,3091.936543
12/14/14,3052.156724
12/15/14,3052.262135
12/16/14,3112.780748
12/17/14,3051.241133
12/18/14,3043.237961
12/19/14,3073.550294
12/20/14,3098.213882
12/21/14,2640.669723
12/22/14,2640.282024
12/23/14,2630.231525
12/24/14,2681.493038
12/25/14,2646.284221
12/26/14,2616.139174
12/27/14,2624.205844
12/28/14,2669.943723
12/29/14,2675.383619
12/30/14,2724.391053
