date,cesium
YYYY-MM-DD,ppb
2019-04-27,0.00613
2019-05-10,0.0027500000000000003
2019-05-19,0.00596
2019-05-24,0.0056300000000000005
2019-06-03,0.00788
2019-06-18,0.00347
2019-07-01,0.00398
2019-07-09,0.00375
2019-07-16,0.00222
2019-08-15,0.00971
2019-09-05,0.0128
2019-10-02,0.00912
2020-04-21,0.024550000000000002
2020-05-13,0.04285
2020-05-28,0.045989999999999996
2020-06-10,0.0
2020-06-24,0.0
2020-07-08,0.0
2020-08-03,0.0
2020-08-26,0.0
2020-09-29,0.0
2020-11-03,0.00819
2021-05-10,0.01371
2021-05-24,0.01509
2021-06-17,0.006606300000000001
2021-06-30,0.0121186
2021-07-22,0.015252700000000001
2021-08-20,0.0349889
2021-09-30,0.0107388
