date,potassium
YYYY-MM-DD,ppb
2019-10-07,261.28706
2020-05-26,297.75592
2020-10-09,275.33745
2020-10-13,297.45488
2020-10-21,280.30287999999996
2020-10-28,335.2041
2020-11-04,287.30935
2020-11-11,290.04516
2020-11-17,268.28209000000004
2020-11-25,257.83667
2020-12-03,267.72655
2020-12-09,272.31383999999997
2020-12-16,270.87229
2020-12-26,268.05853
2020-12-31,262.38496000000004
2021-01-07,230.48456000000002
2021-01-14,262.60698
2021-01-21,271.12185
2021-01-28,259.45082
2021-02-07,264.94489
2021-02-11,267.99118
2021-02-19,273.2753
2021-02-27,274.11048
2021-03-05,279.18084
2021-03-12,265.37721999999997
2021-03-19,273.76598
2021-03-26,268.16789
2021-04-03,261.82632
2021-04-09,253.94724
2021-04-16,261.915
2021-04-23,268.55696
2021-04-30,301.80091999999996
2021-05-19,375.80441
2021-05-25,376.18335
2021-05-26,316.23349
2021-06-02,263.41105
2021-06-09,262.09005940000003
2021-06-16,271.2595999
2021-06-23,233.49210639999998
2021-06-30,217.65880280000002
2021-07-07,240.0693438
2021-07-14,253.363355
2021-07-21,280.12727259999997
2021-07-28,281.82995999999997
2021-08-04,276.2548451
2021-08-11,311.6690724
2021-08-18,305.6198317
2021-09-01,300.06861829999997
2021-09-08,290.8201501
2021-09-15,297.60154320000004
2021-09-22,303.4895249
2021-09-29,546.4547954
2021-10-05,464.65372
2021-10-06,328.1849559
2021-10-13,295.1877885
2021-10-20,288.99732190000003
2021-10-27,271.4040766
2021-11-03,288.0952459
2021-11-10,257.74110329999996
2021-11-17,267.1087209
2021-11-24,267.7767551
2021-12-01,259.5768383
2021-12-08,307.62323250000003
2021-12-16,259.20361199999996
2021-12-23,267.9463805
