date,sodium
YYYY-MM-DD,ppb
2014-12-12,1333.4482600000001
2015-01-24,1267.91422
2015-02-07,1614.59252
2015-02-19,1671.26924
2015-03-16,1183.8894
2015-04-19,1020.93527
2015-05-11,2128.69832
2015-05-24,2317.07164
2015-06-02,2077.3280600000003
2015-06-18,1391.54952
2015-07-02,2147.62162
2015-07-15,1242.01046
2015-08-02,1020.54586
2015-08-09,958.43965
2015-10-04,1786.2007800000001
2015-10-13,1724.52758
2015-10-26,1610.57683
2015-11-09,1701.3870399999998
2015-12-09,1543.3558199999998
2016-01-08,1644.4633099999999
2016-01-28,1883.51901
2016-02-12,2023.58216
2016-02-21,1965.4911200000001
2016-03-09,2047.69081
2016-03-24,1896.4967100000001
2016-03-31,2029.61903
2016-04-08,1863.1638699999999
2016-04-21,1230.4230699999998
2016-05-02,1096.9998172372
2016-05-20,886.6128647112
2016-05-27,807.2372149657
2016-06-04,693.84337836
2016-06-11,653.4019721046001
2016-06-17,834.0695800000001
2016-06-27,924.14765
2016-07-08,997.29874
2016-07-15,1052.91016
2016-07-22,1163.30834
2016-07-29,1152.42628
2016-08-05,1182.6543
2016-08-12,1219.6557400000002
2016-08-19,1301.37032
2016-08-26,1218.37664
2016-09-02,1274.85351
2016-09-09,1046.17768
2016-09-16,1055.67416
2016-09-23,992.98732
2016-09-30,1111.93831
2016-10-12,1065.22971
2016-10-19,1122.26694
2016-10-27,1034.9370000000001
2016-11-03,1104.61284
2016-11-12,1084.91779
2016-11-23,1229.23722
2016-12-04,1216.5903
2017-03-19,1184.70966
2017-04-12,1233.15777
2017-04-30,1148.04567
2017-05-14,729.3416000000001
2017-05-30,653.26359
2017-06-15,757.4543900000001
2017-06-30,665.38946
2017-07-13,712.54182
2017-07-30,776.5752
2017-08-25,891.32841
2017-09-14,928.39858
2017-09-27,1004.0558900000001
2017-10-14,1013.3574199999999
2017-10-23,1011.28836
2017-11-03,1203.47188
2017-11-16,1261.33275
2017-12-19,1320.8456899999999
2018-01-05,1306.49803
2018-01-25,1328.84498
2018-03-03,1442.74457
2018-03-25,885.0413100000001
2018-06-08,890.3002100000001
2018-06-15,931.48514
2018-06-25,1038.56538
2018-07-09,1191.05287
2018-07-15,1199.64609
2018-08-10,1374.8321
2018-08-17,1351.6291
2018-08-24,1376.1093500000002
2019-02-27,1723.6258799999998
2019-03-30,1866.6595899999998
2019-04-18,1680.4695100000001
2019-05-08,1390.0808900000002
2019-06-05,968.63365
2019-06-11,880.87676
2019-06-21,869.2245300000001
2019-06-27,799.27387
2019-07-05,765.53073
2019-07-14,763.7251000000001
2019-07-19,832.09162
2019-07-26,842.53412
2019-08-02,863.26913
2019-08-09,829.16465
2019-08-16,834.8139500000001
2019-08-23,856.61332
2019-08-30,920.4733799999999
2019-09-06,939.35659
2019-09-13,919.32235
2019-09-20,963.49597
2019-09-27,1032.3125400000001
2019-10-04,971.21453
2019-10-11,1066.91333
2019-10-19,1100.69951
2020-02-11,1433.78149
2020-02-20,1414.36687
2020-03-11,1514.8511600000002
2020-04-03,1647.99723
2020-04-09,1587.35768
2020-04-14,1521.15401
2020-04-24,1538.14264
2020-05-22,937.4689
2020-05-29,785.5583300000001
2020-06-05,804.82711
2020-06-12,942.87848
2020-06-19,954.56348
2020-06-26,945.7060799999999
2020-07-02,2432.36783
2020-07-10,1028.89217
2020-07-17,1108.95742
2020-07-23,1091.24766
2020-07-30,1102.18271
2020-08-07,1122.0086999999999
2020-08-14,1147.57142
2020-08-20,1275.51701
2020-08-27,1217.40242
2020-09-03,1242.06894
2020-09-11,1262.0023899999999
2020-09-18,1230.7343899999998
2020-09-24,1374.7926699999998
2020-10-01,1253.62546
2020-10-08,1242.4914099999999
2020-10-16,1264.66655
2020-10-23,1300.1754299999998
2020-10-27,1295.14598
2020-11-06,1287.35634
2020-11-13,1293.58193
2020-12-04,1277.8550300000002
2021-01-08,1364.5251099999998
2021-01-15,1409.0083100000002
2021-01-28,1477.89023
2021-02-11,1634.1324599999998
2021-03-03,1831.71568
2021-03-19,1693.81836
2021-03-25,1790.10686
2021-04-07,1712.53461
2021-05-17,1064.93599
2021-05-28,940.57481
2021-06-04,787.02594
2021-06-11,4035.69866
2021-06-18,1430.4896899999999
2021-06-24,1357.00938
2021-07-02,1235.93813
2021-07-09,1283.13407
2021-07-15,1271.3605200000002
2021-07-23,1607.95622
2021-07-30,1171.94454
2021-07-31,1236.9105
2021-08-06,1181.6672800000001
2021-08-13,1215.0979202
2021-08-19,1211.4406442
2021-08-27,1199.0109407
2021-09-03,1251.2842241
2021-10-01,1295.1527181000001
2021-10-07,1675.2720334
2021-10-15,1290.403225
2021-10-22,1292.4368204999998
2021-10-27,1376.5091765
2021-11-03,1357.5188317000002
2021-11-11,1329.0107541
