date,europium
YYYY-MM-DD,ppb
2019-10-07,0.00696
2020-05-26,0.022529999999999998
2020-10-09,0.00142
2021-05-25,0.0348
2021-07-28,0.021779999999999997
2021-10-05,0.007200000000000001
