date,silver
YYYY-MM-DD,ppb
2021-06-21,0.0
2021-06-29,0.00222
2021-07-08,0.0
2021-07-21,0.19816
2021-07-27,0.18028
2021-08-05,0.15421
2021-08-11,0.15108
2021-08-18,0.16112
2021-08-26,0.15124
2021-08-30,0.17791
2021-09-12,0.14797
2021-10-06,0.17420999999999998
2021-10-13,0.023188399999999998
2021-11-05,0.038951799999999995
2021-12-16,0.040035
