date,zirconium
YYYY-MM-DD,ppb
2014-12-07,0.023
2015-01-24,0.02314
2015-02-07,0.02209
2015-02-19,0.02617
2015-03-16,0.033839999999999995
2015-04-19,0.02303
2015-05-02,1.04433
2015-05-11,1.1589399999999999
2015-05-24,1.11107
2015-06-02,1.09237
2015-06-18,0.58627
2015-07-02,0.65874
2015-07-15,0.39522
2015-08-02,0.043109999999999996
2015-08-09,0.10643
2015-10-04,0.23476
2015-10-13,0.35882
2015-10-26,0.42965000000000003
2015-11-09,0.29186
2015-11-23,0.29029
2015-12-09,0.32238999999999995
2015-12-30,0.29381
2016-01-08,0.24821
2016-01-18,0.111
2016-01-28,0.16042
2016-02-12,0.16632999999999998
2016-02-21,0.26976
2016-03-09,0.2595
2016-03-24,0.2602
2016-03-31,0.30667
2016-04-08,0.62325
2016-04-21,0.09304
2016-05-02,0.0502412545
2016-05-12,7.0995542904
2016-05-20,0.0761488574
2016-05-27,0.1730804164
2016-06-04,0.035676462400000004
2016-06-11,0.06873734559999999
2016-06-17,0.01852
2016-06-27,0.0221
2016-07-08,0.258
2016-07-15,0.12026999999999999
2016-07-22,0.041710000000000004
2016-07-29,0.10869999999999999
2016-08-05,0.06047
2016-08-12,0.08582
2016-08-19,0.46244
2016-08-26,0.15084
2016-09-02,0.13258999999999999
2016-09-09,0.04433
2016-09-16,0.00347
2016-09-23,0.08923
2016-09-30,0.0
2016-10-12,0.09306
2016-10-19,0.06842
2016-10-27,0.08245000000000001
2016-11-03,0.06751
2016-11-12,0.08913000000000001
2016-11-23,0.0
2016-12-04,0.0
2016-12-19,0.0
2017-03-19,0.15313
2017-04-12,0.14529
2017-04-30,0.18898
2017-05-14,0.20065
2017-05-30,0.14032
2017-06-15,0.16293
2017-06-30,0.28578
2017-07-13,0.17918
2017-07-30,0.15103
2017-08-25,0.20296999999999998
2017-09-14,0.00783
2017-09-27,1.81198
2017-10-14,0.16515
2017-10-23,0.08123
2017-11-03,0.09554
2017-11-16,0.1116
2017-12-19,0.09086999999999999
2018-01-05,0.07913
2018-01-25,0.08676
2018-03-03,0.06243
2018-03-17,0.06892999999999999
2018-05-07,0.07148
2018-05-25,0.058339999999999996
2018-06-08,0.05613
2018-06-15,0.06994
2018-06-25,0.054099999999999995
2018-07-09,0.055940000000000004
2018-07-15,0.03988
2018-08-10,1.13076
2018-08-17,0.05048999999999999
2018-08-24,0.04929
2018-09-07,0.20091
2018-09-14,0.15088000000000001
2018-09-21,0.138
2018-09-28,0.13334000000000001
