date,calcium
YYYY-MM-DD,ppb
2014-12-12,43387.09751000001
2015-04-19,26929.55227
2015-05-11,25377.151960000003
2015-05-24,24755.233760000003
2015-06-02,18161.982649999998
2015-06-18,22284.088040000002
2015-07-02,26707.556249999998
2015-07-15,28991.623
2015-08-02,34198.283390000004
2015-08-09,36321.20289
2015-10-04,40765.42671
2015-10-13,42639.227849999996
2015-10-26,37618.78016
2015-11-09,38654.10108
2015-11-23,38892.79087
2016-04-08,36540.96196
2016-04-21,30972.72915
2016-05-02,34571.2088544822
2016-05-20,22065.750929856596
2016-05-27,21520.929044118402
2016-06-04,18849.072197728503
2016-06-11,22898.815454503503
2016-06-17,23440.977549999996
2016-06-27,27359.53868
2016-07-08,27775.550669999997
2016-07-15,29892.220029999997
2016-07-22,31873.271989999997
2016-07-29,34898.91789
2016-08-05,33901.56625
2016-08-12,34084.542310000004
2016-08-19,40378.766919999995
2016-08-26,42020.12979
2016-09-02,38000.71158
2016-09-09,38564.6768
2016-09-16,39560.36649
2016-09-23,24006.81673
2016-09-30,37297.40743
2016-10-12,38156.01732
2016-10-19,39879.21029
2016-10-27,38302.5263
2016-11-03,39049.51967
2016-11-12,42110.48237
2016-11-23,37497.83339
2016-12-04,44124.604419999996
2017-05-14,20057.26967
2017-05-30,20475.659630000002
2017-06-15,22706.411
2017-06-30,25380.48848
2017-07-13,27707.74884
2017-07-30,25271.26213
2017-08-25,31695.371420000003
2017-09-14,34889.31776
2017-09-27,37135.89038
2017-10-14,36742.11811
2017-10-23,35985.93109
2017-11-03,39098.459109999996
2017-11-16,39813.08934
2018-03-03,37306.49252
2018-05-25,22044.432569999997
2018-06-08,26397.61605
2018-06-15,27867.91922
2018-06-25,31524.91939
2018-07-09,30821.64319
2018-07-15,33864.11932
2018-08-10,41478.53963
2018-08-17,37589.09417
2018-08-24,39266.08576
2018-09-07,41394.95777
2018-09-14,40865.57598
2018-09-21,39694.167349999996
2018-09-28,40071.56112
