date,nickel
YYYY-MM-DD,ppb
2017-02-08,0.31419
2017-02-28,0.11955
2017-03-01,6.34098
2017-03-24,0.42672
2017-03-26,0.4602
2018-02-28,0.35458999999999996
2018-03-02,0.31013999999999997
2018-03-05,0.15872
2018-03-15,0.49376000000000003
2018-03-16,0.07747000000000001
2018-03-19,0.73335
2018-03-23,0.11729
2018-03-24,0.11942
2018-04-06,0.21719
2018-04-07,0.07097
2018-04-08,0.12359999999999999
2018-04-09,0.11619000000000002
2018-04-21,0.19491000000000003
2018-05-03,0.25932
2018-06-17,0.33210000000000006
2018-06-18,0.12382000000000001
2018-07-08,0.37
2018-07-09,0.16712000000000002
2018-07-11,0.8593099999999999
2019-06-19,1.18594
2019-07-01,1.27127
2019-07-26,1.1857900000000001
2019-07-27,2.37932
2019-07-28,0.80734
2019-07-31,0.8635700000000001
2019-08-05,0.73876
2020-02-05,0.46829
