date,boron
YYYY-MM-DD,ppb
2016-10-16,189.44621999999998
2016-10-19,184.76901
2016-10-27,192.43943000000002
2016-11-03,181.65739
2016-11-12,186.91019
2016-11-23,195.10470999999998
2017-08-04,192.6683
2017-08-25,202.7439
2017-09-27,202.09485
2017-10-05,204.95187
2017-10-12,197.87510999999998
2017-10-24,200.98289
2017-11-03,201.65165
2017-11-15,200.35635
2018-05-25,182.81757
2018-06-09,74.47947
2018-06-15,190.32974
2018-06-25,195.70602000000002
2018-07-16,203.92266
2018-08-10,200.00969
2018-08-17,198.91519
2018-08-24,204.30851
2019-06-23,144.50572
2019-06-27,168.11509
2019-07-05,168.41234
2019-07-14,177.10858000000002
2019-07-19,182.83245
2019-07-26,178.49926
2019-08-02,179.393
2019-08-09,179.47809
2019-08-16,183.51489999999998
2019-08-23,254.62595
2019-08-30,342.83347999999995
2019-09-06,450.94268
2019-09-13,185.54513
2019-09-20,185.56531
2019-09-27,188.4675
2019-10-04,190.80566000000002
2019-10-11,342.94298
2019-10-19,194.30432
2020-03-01,195.14872
2020-04-01,208.79947
2020-04-28,150.23131
2020-05-22,117.01183999999999
2020-05-29,167.96454
2020-06-05,182.88907999999998
2020-06-12,166.56979
2020-06-19,200.08759
2020-06-26,197.65299
2020-07-02,205.86781
2020-07-10,209.65073
2020-07-17,203.6748
2020-07-23,198.99281
2020-07-30,197.53063
2020-08-07,197.07952
2020-08-14,196.39842000000002
2020-08-20,208.55297000000002
2020-08-27,198.90317
2020-09-03,220.19267
2020-09-11,196.96517
2020-09-18,199.07969000000003
2020-09-24,210.58345
2020-10-01,198.53887
2020-10-08,194.35791999999998
2020-10-16,191.68507000000002
2020-10-23,196.76494000000002
2020-11-06,194.27102000000002
2021-01-21,191.76874999999998
2021-02-17,192.17455
2021-03-10,192.99226000000002
2021-04-14,183.1817
2021-05-19,59.33345
2021-05-28,117.6839
2021-06-04,146.2943
2021-06-11,185.33788
2021-06-18,194.03289999999998
2021-06-24,201.05616
2021-07-02,204.70206000000002
2021-07-09,200.84922
2021-07-15,202.43759
2021-07-23,349.87786
2021-07-30,207.01141
2021-08-06,203.26788
2021-08-13,216.792393
2021-08-19,224.4351725
2021-08-27,221.52524150000002
2021-09-03,218.40480780000001
2021-10-01,213.8927841
2021-10-07,201.96576679999998
2021-10-22,216.9291636
2021-11-03,211.11709439999998
2021-11-11,213.90073560000002
2021-12-20,211.9325223
