date,copper
YYYY-MM-DD,ppb
2014-12-07,0.70313
2015-01-24,0.99854
2015-02-07,0.6704100000000001
2015-02-19,0.7907500000000001
2015-03-16,0.85802
2015-04-19,0.81636
2015-05-02,0.71024
2015-05-11,0.50315
2015-05-24,0.49133000000000004
2015-06-02,0.6022799999999999
2015-06-18,0.58762
2015-07-02,0.6576
2015-07-15,0.39093
2015-08-02,2.64651
2015-08-09,0.93854
2015-10-04,0.33953999999999995
2015-10-13,0.29069
2015-10-26,0.33713
2015-11-09,0.3505
2015-11-23,0.20678
2015-12-09,0.35752
2015-12-30,0.29760000000000003
2016-01-08,0.95947
2016-01-18,0.46024000000000004
2016-01-28,0.32937
2016-02-12,0.23793000000000003
2016-02-21,0.32911
2016-03-09,0.16184
2016-03-24,0.41874
2016-03-31,1.9300800000000002
2016-04-08,1.66168
2016-04-21,0.51082
2016-05-02,0.1004626704
2016-05-12,1.0796841419
2016-05-20,4.046513702
2016-05-27,2.0339154436
2016-06-04,11.0766476772
2016-06-11,2.9900299439999998
2016-06-17,0.6131099999999999
2016-06-27,0.41225999999999996
2016-07-08,0.40516
2016-07-15,0.40315999999999996
2016-07-22,0.23621
2016-07-29,0.76654
2016-08-05,0.52244
2016-08-12,2.3638
2016-08-19,0.3674
2016-08-26,0.21997
2016-09-02,0.3791
2016-09-09,0.0
2016-09-16,0.0
2016-09-23,0.0
2016-09-30,0.0268
2016-10-12,0.71838
2016-10-19,0.53405
2016-10-27,0.46968000000000004
2016-11-03,0.6397700000000001
2016-11-12,0.43970000000000004
2016-11-23,0.8849400000000001
2016-12-04,0.49141999999999997
2016-12-19,3.8553900000000003
2017-03-19,0.23765000000000003
2017-04-12,0.32547
2017-04-30,0.43495
2017-05-14,1.25176
2017-05-30,0.53449
2017-06-15,0.33388
2017-06-30,0.39698999999999995
2017-07-13,0.60322
2017-07-30,0.40411
2017-08-25,0.44881
2017-09-14,0.27567
2017-09-27,0.6081799999999999
2017-10-14,0.48178
2017-10-23,0.62781
2017-11-03,1.05925
2017-11-16,62.96021
2017-12-19,1.0981299999999998
2018-01-05,0.56127
2018-01-25,1.01096
2018-03-03,11.055600000000002
2018-03-17,13.89203
2018-05-07,1.36573
2018-05-25,0.76608
2018-06-08,0.9410000000000001
2018-06-15,33.11358
2018-06-25,8.45278
2018-07-09,0.5981299999999999
2018-07-15,0.7099900000000001
2018-08-10,1.01867
2018-08-17,0.36982000000000004
2018-08-24,0.39528
2018-09-07,1.21254
2018-09-14,13.057749999999999
2018-09-21,1.15223
2018-09-28,0.6369900000000001
