date,titanium
YYYY-MM-DD,ppb
2015-12-31,1.82889
2016-02-12,1.82453
2016-02-18,1.7269899999999998
2016-02-24,1.74073
2016-03-04,1.82031
2016-03-11,1.92384
2016-03-18,1.8245900000000002
2016-03-27,1.7597099999999999
2016-03-28,3.5735200000000003
2016-04-03,3.19112
2016-04-04,3.52547
2016-04-05,3.52547
2016-04-05,2.63896
2016-04-05,2.63896
2016-04-07,2.97472
2016-04-07,2.97472
2016-04-09,3.71834
2016-04-09,3.71834
2016-04-11,3.0571900000000003
2016-04-11,3.0571900000000003
2016-04-14,2.9783
2016-04-16,3.0278699999999996
2016-04-18,2.6364799999999997
2016-04-20,4.34183
2016-04-22,2.98771
2016-04-24,2.82906
2016-04-26,2.53165
2016-04-28,2.58013
2016-04-30,2.52686
2016-05-02,2.7138600000000004
2016-05-04,3.3027800000000003
2016-05-06,4.14769
2016-05-08,2.9804199999999996
2016-05-10,5.43303
2016-05-12,2.4256
2016-05-14,2.31532
2016-05-16,2.58312
2016-05-18,2.7259499999999997
2016-05-20,1.5476500000000002
2016-05-22,1.9962199999999999
2016-05-24,1.6336
2016-05-26,1.6058700000000001
2016-05-28,1.73915
2016-05-30,1.54751
2016-06-01,1.4580899999999999
2016-06-03,1.39839
2016-06-05,2.14619
2016-06-07,2.31135
2016-06-09,1.70093
2016-06-11,1.4477799999999998
2016-06-13,1.3444900000000002
2016-06-15,1.3054199999999998
2016-06-17,1.3470199999999999
2016-06-19,1.3148399999999998
2016-06-21,1.46624
2016-06-23,1.42371
2016-06-25,1.2571599999999998
2016-06-27,1.44508
2016-06-29,1.10043
2016-07-01,1.3239200000000002
2016-07-03,1.25328
2016-07-05,1.17993
2016-07-07,1.13244
2016-07-09,1.29205
2016-07-11,1.20188
2016-07-13,1.26607
2016-07-15,1.20144
2016-07-17,1.1476600000000001
2016-07-19,1.31194
2016-07-21,1.53302
2016-07-23,1.3685900000000002
2016-07-25,1.34521
2016-07-27,1.43749
2016-07-29,1.38496
2016-07-31,1.33453
2016-08-02,1.39652
2016-08-04,1.29603
2016-08-06,1.48542
2016-08-08,1.43502
2016-08-10,1.4253399999999998
2016-08-12,1.42321
2016-08-14,0.5264300000000001
2016-08-16,0.5408000000000001
2016-08-18,0.53716
2016-08-20,0.52828
2016-08-22,0.43689
2016-08-24,0.7704
2016-08-26,0.7722800000000001
2016-08-28,0.57752
2016-09-02,0.6057
2016-09-03,0.63315
2016-09-05,0.74505
2016-09-07,0.72271
2016-09-09,0.66479
2016-09-11,0.66145
2016-09-13,0.5765
2016-09-15,0.72428
2016-09-21,0.6653100000000001
2016-09-21,1.01592
2016-09-23,0.65898
2016-09-25,0.60112
2016-09-27,0.8936
2016-09-29,0.71612
2016-10-01,0.8214
2016-10-03,1.0564900000000002
2016-10-05,0.9303
2016-10-07,0.9125800000000001
2016-10-09,1.28113
2016-10-11,1.1198
2016-10-15,1.49063
2016-10-17,1.37019
2016-10-19,1.30022
2016-10-21,1.22206
2016-10-23,1.1120299999999999
2016-10-25,1.1838899999999999
2016-10-27,1.1107
2016-10-29,1.0166600000000001
2016-11-13,0.86044
2016-11-23,0.0
2016-12-15,0.0
2017-01-24,0.23948
2017-02-20,0.84872
2017-03-10,1.31046
2017-03-17,1.9624
2017-03-25,2.01823
2017-03-28,2.0551500000000003
2017-03-29,2.21361
2017-03-30,1.9855900000000002
2017-03-31,2.09732
2017-04-01,2.14049
2017-04-02,2.29957
2017-04-03,2.30421
2017-04-05,2.43395
2017-04-06,2.34516
2017-04-07,2.33805
2017-04-08,2.46963
2017-04-09,2.53415
2017-04-10,1.56385
2017-04-11,1.99986
2017-04-12,2.14775
2017-04-13,2.68327
2017-04-14,3.50375
2017-04-15,3.44643
2017-04-16,3.42681
2017-04-17,3.26773
2017-04-18,3.2685999999999997
2017-04-19,3.76795
2017-04-20,3.5366
2017-04-21,2.53129
2017-04-22,2.37458
2017-04-23,2.8101900000000004
2017-04-24,3.15231
2017-04-25,2.69564
2017-04-26,2.8840700000000004
2017-04-27,2.85765
2017-04-29,2.8016799999999997
2017-04-30,2.77739
2017-05-01,2.7288099999999997
2017-05-02,2.77639
2017-05-03,2.82148
2017-05-04,2.8117799999999997
2017-05-05,3.3066
2017-05-06,3.79176
2017-05-07,4.01233
2017-05-08,4.10222
2017-05-09,3.9436
2017-05-10,3.85192
2017-05-11,3.80461
2017-05-12,3.79403
2017-05-13,3.83642
2017-05-15,3.28532
2017-05-16,3.02236
2017-05-17,3.18588
2017-05-18,2.89852
2017-05-19,3.0650399999999998
2017-05-20,2.8025499999999997
2017-05-21,2.9960500000000003
2017-05-22,2.90375
2017-05-23,2.85839
2017-05-24,2.6962599999999997
2017-05-25,3.61164
2017-05-26,2.51784
2017-05-27,2.48238
2017-05-28,2.9178900000000003
2017-05-29,3.8201600000000004
2017-05-30,3.4289799999999997
2017-05-31,3.78967
2017-06-01,3.62184
2017-06-02,3.4710099999999997
2017-06-03,3.1791599999999995
2017-06-04,3.4867500000000002
2017-06-05,3.04141
2017-06-06,3.21407
2017-06-07,2.7240900000000003
2017-06-08,3.0286999999999997
2017-06-09,1.13337
2017-06-10,0.9449799999999999
2017-06-11,0.9449399999999999
2017-06-12,0.9795900000000001
2017-06-13,2.45328
2017-06-14,0.9238999999999999
2017-06-15,0.78009
2017-06-16,0.8004899999999999
2017-06-17,0.86768
2017-06-18,0.84468
2017-06-19,0.78526
2017-06-20,0.73368
2017-06-21,1.5750600000000001
2017-06-22,2.71441
2017-06-23,0.85603
2017-06-24,0.69455
2017-06-25,0.67813
2017-06-26,0.75078
2017-06-27,0.6880999999999999
2017-06-28,0.98345
2017-06-29,0.9835099999999999
2017-06-30,0.91416
2017-07-01,0.9215099999999999
2017-07-02,0.90657
2017-07-03,1.081
2017-07-04,0.84107
2017-07-05,0.8143499999999999
2017-07-06,0.82716
2017-07-07,6.935829999999999
2017-07-08,0.76335
2017-07-09,0.80104
2017-07-10,0.72562
2017-07-11,0.8068799999999999
2017-07-12,0.77891
2017-07-13,0.87156
2017-07-14,0.79359
2017-07-15,0.82038
2017-07-18,0.9911000000000001
2017-07-19,1.04402
2017-07-20,1.17355
2017-07-21,1.08891
2017-07-22,2.398
2017-07-23,1.12563
2017-07-24,1.14078
2017-07-25,1.03724
2017-07-26,1.1138299999999999
2017-07-27,1.11419
2017-07-28,1.19353
2017-07-29,1.05973
2017-07-30,1.32423
2017-07-31,1.0926900000000002
2017-08-01,1.05822
2017-08-02,1.08552
2017-08-03,1.13071
2017-08-04,1.20144
2017-08-05,1.08466
2017-08-06,1.07233
2017-08-07,1.16797
2017-08-08,1.7465
2017-08-09,1.3493
2017-08-10,2.4498800000000003
2017-08-11,1.0142
2017-08-12,0.92435
2017-08-13,0.9317
2017-08-14,1.27281
2017-08-15,0.82333
2017-08-16,0.92984
2017-08-17,0.9474899999999999
2017-08-18,1.21773
2017-08-19,0.93269
2017-08-20,0.9388399999999999
2017-08-21,1.04391
2017-08-22,1.0073
2017-08-23,1.26863
2017-08-24,1.48583
2017-08-25,1.3680500000000002
2017-08-26,1.16837
2017-08-27,1.09432
2017-08-28,1.03853
2017-08-29,1.1436300000000001
2017-08-30,1.06255
2017-08-31,1.08732
2017-09-01,1.1541899999999998
2017-09-02,1.2601299999999998
2017-09-03,1.0615299999999999
2017-09-04,1.22737
2017-09-05,1.20788
2017-09-17,0.0
2017-09-18,0.02563
2017-09-19,0.0
2017-09-20,0.0
2017-09-21,0.0
2017-09-22,0.0
2017-09-23,0.01573
2017-09-24,0.0
2017-09-25,0.03404
2017-09-26,0.22023
2017-09-27,0.0
2017-09-28,0.0
2017-09-29,0.0
2017-09-30,0.0
2017-10-01,0.03436
2017-10-02,0.26380000000000003
2017-10-03,0.02855
2017-10-04,0.00049
2017-10-05,0.10199
2017-10-06,0.0
2017-10-07,0.0432
2017-10-08,0.0
2017-10-09,0.0
2017-10-10,0.0
2017-10-20,0.05402
2017-11-07,0.0
2018-04-28,1.72956
2018-04-29,1.66479
2018-04-30,1.62371
2018-05-01,0.98815
2018-05-02,1.17159
2018-05-03,1.16955
2018-05-04,0.7954300000000001
2018-05-05,0.6549499999999999
2018-05-06,1.03249
2018-05-07,0.97526
2018-05-08,0.95699
2018-05-09,0.64777
2018-05-10,1.67617
2018-05-11,1.78952
2018-05-12,1.66932
2018-05-13,2.002
2018-05-14,1.59822
2018-05-15,1.59085
2018-05-16,1.52817
2018-05-17,1.5742600000000002
2018-05-18,1.4466599999999998
2018-05-19,1.48301
2018-05-20,1.44532
2018-05-21,1.44293
2018-05-22,1.43795
2018-05-23,1.24403
2018-05-24,1.16766
2018-05-25,1.35211
2018-05-26,1.51755
2018-05-27,1.41062
2018-05-28,1.54547
2018-05-29,1.39852
2018-05-30,1.45714
2018-05-31,1.3975399999999998
2018-06-01,1.3244900000000002
2018-06-02,1.32946
2018-06-03,1.26669
2018-06-04,1.2690000000000001
2018-06-05,1.39197
2018-06-06,1.20027
2018-06-07,1.19899
2018-06-08,0.00096
2018-06-09,1.2002300000000001
2018-06-10,1.0541200000000002
2018-06-11,1.14972
2018-06-12,1.17679
2018-06-13,1.21146
2018-06-14,1.16819
2018-06-15,1.13942
2018-06-23,1.24089
2018-06-24,1.3044
2018-06-25,1.19078
2018-06-26,1.17586
2018-06-27,1.29892
2019-03-05,0.8884799999999999
2019-03-15,0.91891
2019-03-23,0.73204
2019-03-26,0.4771
2019-03-27,0.45084
2019-03-28,0.76405
2019-04-04,0.86936
2019-04-10,0.8769899999999999
2019-04-11,1.06969
2019-04-16,0.88545
2019-04-17,1.76956
2019-04-18,1.3809399999999998
2019-04-19,0.96653
2019-04-20,0.9858100000000001
2019-04-21,1.7195099999999999
2019-04-22,1.53086
2019-04-23,1.68484
2019-04-24,1.95163
2019-04-25,1.65964
2019-04-26,1.6625999999999999
2019-04-27,2.0085100000000002
2019-04-28,1.95602
2019-04-29,1.08393
2019-04-30,1.29379
