date,chromium
YYYY-MM-DD,ppb
2016-05-28,1.39662
2016-05-29,0.88561
2016-05-30,0.7051000000000001
2016-05-31,0.69762
2016-06-01,0.5385800000000001
2016-06-02,0.59606
2016-06-03,0.53569
2016-06-04,0.93378
2016-06-05,0.60149
2016-06-06,0.69392
2016-06-07,0.6170599999999999
2016-06-08,0.6624099999999999
2016-06-09,0.64327
2016-06-10,0.6638900000000001
2016-06-11,0.68915
2016-06-12,0.6314500000000001
2016-06-13,0.78569
2016-06-14,0.9807699999999999
2016-06-15,0.44322
2016-06-16,0.8286399999999999
2016-06-17,0.8767900000000001
2016-06-18,0.62322
2016-06-19,0.79375
2016-06-20,0.62975
2016-06-22,0.32771
2016-06-23,0.96339
2016-06-24,0.37981
2016-06-25,0.23570000000000002
2016-06-26,0.31695
2016-06-27,0.33619000000000004
2016-06-28,0.30674
2016-06-29,0.40434
2016-06-30,0.42684
2016-07-01,0.37571
2016-07-02,0.29291999999999996
2016-07-03,0.37727999999999995
2016-07-04,0.70272
2016-07-05,0.52859
2016-07-06,0.31
2016-07-07,0.58367
2016-07-08,0.59438
2016-07-09,0.40341000000000005
2016-07-10,0.31909
2016-07-11,0.34922000000000003
2016-07-12,0.6563399999999999
2016-07-13,0.63004
2016-07-14,0.45916999999999997
2016-07-15,0.66176
2016-07-16,0.36918
2016-07-17,0.37128
2016-07-18,0.375
2016-07-19,0.46201
2016-07-20,0.37657999999999997
2016-07-21,0.30645
2016-07-22,0.42014999999999997
2016-07-23,0.51754
2016-07-24,0.41503
2016-07-25,0.42764
2016-07-26,0.35152999999999995
2016-07-27,0.41118
2016-07-28,0.46822
2016-07-29,0.6370399999999999
2016-07-30,0.64348
2016-07-31,0.44631
2016-08-01,0.34289000000000003
2016-08-02,0.49002999999999997
2016-08-03,0.42478000000000005
2016-08-04,0.34389000000000003
2016-08-05,0.49905
2016-08-06,0.83943
2016-08-07,0.47465
2016-08-08,0.40126
2016-08-09,0.52883
2016-08-10,0.44342
2016-08-11,0.47183
2016-08-12,0.5766600000000001
2016-08-13,0.38607
2016-08-14,0.59858
2016-08-15,0.54048
2016-08-16,0.43673999999999996
2016-08-17,0.6809700000000001
2016-08-18,0.47126
2016-08-19,0.72575
2016-08-20,0.5149
2016-08-21,0.44193000000000005
2016-08-22,0.55795
2016-08-23,0.68992
2016-08-24,0.5543
2016-08-25,0.6169100000000001
2016-08-26,0.43154
2016-08-27,0.46043
2016-08-28,0.7102700000000001
2016-08-29,1.1352900000000001
2016-08-30,0.47641
2016-08-31,0.54194
2016-09-01,0.58395
2016-09-02,0.51805
2016-09-03,0.70964
2016-09-04,0.53442
2016-09-05,1.1895
2016-09-06,0.77168
2016-09-07,0.46211
2016-09-08,3.3368399999999996
2016-09-09,7.07083
2016-09-10,0.5434599999999999
2016-09-11,0.55966
2016-09-12,0.47280999999999995
2016-09-13,0.91306
2016-09-14,0.46806000000000003
2016-09-15,0.59636
2016-09-16,0.48976
2016-09-23,0.50058
2016-09-24,0.63452
2016-09-25,0.42916999999999994
2016-09-26,0.46526
2016-09-27,0.53134
2017-06-22,0.31980000000000003
2017-06-23,0.60874
2017-06-24,0.37976000000000004
2017-06-25,0.24233000000000002
2017-06-26,0.34221
2017-06-27,0.38337999999999994
2017-06-28,0.35708999999999996
2017-06-29,0.46856000000000003
2017-06-30,0.46603
2017-07-01,0.4556
2017-07-02,0.36985999999999997
2017-07-03,0.51998
2017-07-04,0.8060100000000001
2017-07-05,0.5933900000000001
2017-07-06,0.44007999999999997
2017-07-07,0.47161000000000003
2017-07-08,0.39257
2017-07-09,0.90493
2017-07-10,0.33704
2017-07-11,0.34700000000000003
2017-07-12,0.45525000000000004
2017-07-13,0.38994
2017-07-14,0.49778999999999995
2017-12-19,0.58191
2018-01-06,0.64401
2018-01-26,0.70158
2018-03-04,0.56018
2018-03-07,0.88869
2018-03-25,1.1376300000000001
2018-06-08,0.785
2018-06-15,1.48829
2018-06-25,0.93747
2018-07-11,0.126
2018-07-15,0.08703000000000001
2018-08-10,0.19324000000000002
2018-08-17,0.20754
2018-08-24,0.80359
2021-01-28,0.07917
2021-02-05,0.11155
2021-02-11,0.39058000000000004
2021-02-17,0.13627999999999998
2021-02-25,0.25061
2021-03-03,0.25522
2021-03-10,0.51986
2021-03-19,0.39559
2021-03-25,0.4699
2021-03-30,0.55461
2021-04-07,0.15069
2021-04-14,0.30354
2021-05-17,0.74491
2021-05-28,0.17453
2021-06-04,0.16098
2021-06-11,0.1269
2021-06-18,0.71318
2021-06-24,0.17653
2021-07-02,0.0479
2021-07-09,0.25965
2021-07-15,0.21804
2021-07-23,0.29944
2021-07-30,0.11986999999999999
2021-07-31,0.112
2021-08-06,0.08113999999999999
