date,nickel
YYYY-MM-DD,ppb
2016-10-16,0.51131
2016-10-19,0.53633
2016-10-27,0.8827400000000001
2016-11-03,0.35473
2016-11-12,0.19476
2016-11-23,3.0960300000000003
2017-08-04,0.28673
2017-08-25,0.9246500000000001
2017-09-27,0.5491
2017-10-05,0.28335
2017-10-12,0.39748
2017-10-24,0.23937
2017-11-03,0.09435
2017-11-15,0.05809
2018-05-25,0.45243
2018-06-09,4.35834
2018-06-15,0.31666
2018-06-25,0.08044000000000001
2018-07-16,0.09527000000000001
2018-08-10,0.04761
2018-08-17,0.07289999999999999
2018-08-24,0.12743000000000002
2019-06-23,0.20763
2019-06-27,1.014
2019-07-05,0.46737
2019-07-14,0.15145
2019-07-19,0.11320999999999999
2019-07-26,0.39513
2019-08-02,0.15181999999999998
2019-08-09,0.16831
2019-08-16,0.15180000000000002
2019-08-23,53.6738
2019-08-30,18.57607
2019-09-06,15.051079999999999
2019-09-13,0.15506999999999999
2019-09-20,0.20211
2019-09-27,0.23911000000000002
2019-10-04,0.12432
2019-10-11,0.24351
2019-10-19,0.15412
2020-03-01,0.01478
2020-04-01,0.10832
2020-04-28,1.37525
2020-05-22,2.54657
2020-05-29,1.53778
2020-06-05,0.63419
2020-06-12,2.16039
2020-06-19,1.43113
2020-06-26,6.80898
2020-07-02,0.08329
2020-07-10,0.0528
2020-07-17,0.24712
2020-07-23,0.05884
2020-07-30,0.0
2020-08-07,0.04693
2020-08-14,0.0
2020-08-20,0.0
2020-08-27,0.8207599999999999
2020-09-03,0.06143
2020-09-11,0.0
2020-09-18,0.03077
2020-09-24,0.16721
2020-10-01,0.09055
2020-10-08,0.34558
2020-10-16,0.44725000000000004
2020-10-23,0.46324
2020-11-06,0.46584000000000003
2021-01-21,0.0
2021-02-17,0.72185
2021-03-10,0.0
2021-04-14,0.88319
2021-05-19,3.12739
2021-05-28,2.39212
2021-06-04,2.49623
2021-06-11,0.50134
2021-06-18,0.55504
2021-06-24,0.27771
2021-07-02,1.88307
2021-07-09,0.021519999999999997
2021-07-15,0.21711999999999998
2021-07-23,0.21066000000000001
2021-07-30,0.11977
2021-08-06,0.10225
2021-08-13,0.17333479999999998
2021-08-19,0.2874444
2021-08-27,0.1814555
2021-09-03,0.2538217
2021-10-01,1.1777907
2021-10-07,9.480575100000001
2021-10-22,0.16153399999999998
2021-11-03,0.0708792
2021-11-11,0.0224783
2021-12-20,0.1258204
