date,phosphorus
YYYY-MM-DD,ppb
2015-03-16,60.782682765957446
2015-04-19,57.74802680851064
2015-05-02,299.10341
2015-05-11,277.69597999999996
2015-05-24,319.71716000000004
2015-06-02,298.45208
2015-06-18,170.85012
2015-07-02,264.57525
2015-07-15,168.99876
2015-08-02,64.00283085106383
2015-08-09,64.82555765957446
2015-10-04,166.94691
2015-10-13,113.52181
2015-10-26,161.97535
2015-11-09,189.95462
2015-11-23,165.75665
2016-04-08,164.68522000000002
2016-04-21,166.14217
2016-05-02,111.1920656496
2016-05-12,82.995318021
2016-05-20,134.33570820539998
2016-05-27,120.34532353799999
2016-06-04,118.0418867377
2016-06-11,112.0135598148
2016-06-17,109.44067000000001
2016-06-27,83.30152999999999
2016-07-08,94.0486
2016-07-15,87.15772
2016-07-22,93.55608000000001
2016-07-29,106.26435000000001
2016-08-05,96.57414
2016-08-12,94.12969000000001
2016-08-19,102.61893
2016-08-26,101.37051
2016-09-02,108.22912000000001
2016-09-09,113.68702
2016-09-16,150.73337
2016-09-23,373.16308
2016-09-30,129.60148999999998
2016-10-12,148.67182
2016-10-19,138.69136
