date,zirconium
YYYY-MM-DD,ppb
2020-03-25,0.18511
2020-04-01,0.18361
2020-04-07,0.18202
2020-04-07,0.18456
2020-04-15,0.17969
2020-04-22,0.17829
2020-04-29,0.26677
2020-05-06,0.17558
