date,barium
YYYY-MM-DD,ppb
2020-05-21,9.4633
2020-05-27,11.309190000000001
2020-06-03,9.8432
2020-06-09,10.626629999999999
2020-06-17,22.497609999999998
2020-06-25,12.77072
2020-06-30,12.48968
2020-07-07,12.44772
2020-07-14,13.42854
2020-07-22,13.13884
2020-07-27,13.19961
2020-08-02,13.043579999999999
2020-08-10,14.219660000000001
2020-08-18,13.857600000000001
2020-08-24,14.21899
2020-08-31,14.60812
2020-09-15,14.0682
2020-09-22,15.01543
2020-09-28,14.67999
2020-10-08,13.866130000000002
2020-10-14,14.7098
2020-10-22,14.98037
2020-11-11,12.51844
2020-12-08,11.52604
2020-12-29,11.65113
2021-01-29,12.08126
2021-02-09,11.64409
2021-03-10,13.01903
2021-04-16,11.61796
2021-04-29,11.35727
2021-05-12,10.61254
2021-05-20,10.93691
2021-05-26,10.471060000000001
2021-06-01,11.3452
2021-06-08,14.00011
2021-06-14,14.242609999999999
2021-06-21,16.05089
2021-06-29,16.66916
2021-07-08,15.79345
2021-07-21,15.9022
2021-08-05,15.625990000000002
2021-08-11,16.09883
2021-08-18,15.82865
2021-08-26,15.188759999999998
2021-08-30,16.03628
2021-09-12,16.72075
2021-10-06,16.0492
2021-10-13,13.6493799
2021-11-05,13.297748599999998
2021-11-12,12.8156491
2021-12-16,81.10006229999999
