date,lead
YYYY-MM-DD,ppb
2014-12-12,0.07056
2015-01-24,0.04009
2015-02-07,0.12548
2015-02-19,0.04492
2015-03-16,0.037290000000000004
2015-04-19,0.08917
2015-05-11,0.07974999999999999
2015-05-24,0.04812
2015-06-02,0.057210000000000004
2015-06-18,0.07214
2015-07-02,0.03727
2015-07-15,0.04219
2015-08-02,0.03593
2015-08-09,0.04718
2015-10-04,0.0018000000000000002
2015-10-13,0.0
2015-10-26,0.0225
2015-11-09,0.01655
2015-11-23,0.02042
2015-12-09,0.03316
2015-12-30,0.08739
2016-01-08,0.01327
2016-01-18,0.01362
2016-01-28,0.00611
2016-02-12,0.04102
2016-02-21,0.01841
2016-03-09,0.02654
2016-03-24,0.01899
2016-03-31,0.050480000000000004
2016-04-08,0.07096
2016-04-21,0.1175
2016-05-02,0.0456357694
2016-05-12,0.0497497005
2016-05-20,0.1393473985
2016-05-27,0.11721909959999999
2016-06-04,0.204914718
2016-06-11,0.11660466739999999
2016-06-17,0.025300000000000003
2016-06-27,0.0
2016-07-08,0.02169
2016-07-15,0.041859999999999994
2016-07-22,0.02954
2016-07-29,0.62375
2016-08-05,0.05811
2016-08-12,0.043800000000000006
2016-08-19,0.02844
2016-08-26,0.19305
2016-08-27,0.03855
2016-09-02,0.13145
2016-09-09,0.04882
2016-09-16,2.05759
2016-09-23,0.08805
2016-09-30,0.023370000000000002
2016-10-12,0.0075
2016-10-19,0.0
2016-10-27,0.01422
2016-11-03,0.0235
2016-11-12,0.03301
2016-11-23,0.022490000000000003
2016-12-04,0.03042
2016-12-19,0.07622999999999999
2017-03-19,0.03761
2017-04-12,0.036840000000000005
2017-04-30,0.03638
2017-05-14,0.10388
2017-05-30,0.07365
2017-06-15,0.05894
2017-06-30,0.07285
2017-07-13,0.050730000000000004
2017-07-30,0.06165
2017-08-25,0.021679999999999998
2017-09-14,0.02812
2017-09-27,0.02774
2017-10-14,0.03201
2017-10-23,0.03098
2017-10-29,0.01904
2017-11-03,0.04594
2017-11-16,0.03552
2018-03-04,0.02919
2018-05-25,0.11928
2018-06-08,0.07444
2018-06-15,0.056369999999999996
2018-06-25,0.03535
2018-07-09,0.025230000000000002
2018-07-15,0.019
2018-08-10,0.024239999999999998
2018-08-17,0.00248
2018-08-24,0.0
2018-09-07,0.08538000000000001
2018-09-14,0.07528
2018-09-21,0.07811
2018-10-05,0.08885000000000001
2018-10-12,0.09846
2018-10-18,0.09828
2018-10-25,0.08242
2018-11-02,0.07829
2018-11-10,0.08982000000000001
2018-11-17,0.0752
2019-02-27,0.046189999999999995
2019-03-21,0.025400000000000002
2019-03-30,0.02331
2019-04-18,0.021240000000000002
2019-05-08,0.04458
2019-06-05,0.10408
2019-06-11,0.07366
2019-06-21,0.26748
2019-06-27,0.06866
2019-07-05,0.07849999999999999
2019-07-14,0.20287
2019-07-19,0.06039
2019-07-26,0.07283
2019-08-02,0.12295
2019-08-09,0.11954
2019-08-16,0.09498
2019-08-23,5.065910000000001
2019-08-30,0.40736
2019-09-06,0.40813
2019-09-13,0.41715
2019-09-20,0.11291000000000001
2019-09-27,0.30497
2019-10-04,0.05332
2019-10-11,0.06394999999999999
2019-10-19,0.06416
2019-10-25,0.02628
2019-11-03,0.0229
2019-11-08,0.00666
2019-11-15,0.01688
2019-11-22,0.02203
2019-12-04,0.01792
2019-12-12,0.030010000000000002
2019-12-20,0.0
2020-01-08,0.03205
2020-01-21,1.9999999999999998e-05
2020-01-28,0.01965
2020-02-11,0.01839
2020-02-20,0.00728
2020-03-11,0.0
2020-03-17,0.0
2020-04-03,0.0
2020-04-09,0.02368
2020-04-14,0.0
2020-04-24,0.00499
2020-05-22,0.03961
2020-05-29,0.039509999999999997
2020-06-05,0.05374
2020-06-12,0.042589999999999996
2020-06-19,0.01995
2020-06-26,0.0
2020-07-02,0.0060999999999999995
2020-07-10,0.0
2020-07-17,0.0
2020-07-23,0.0
2020-07-30,0.0
2020-08-07,0.00036
2020-08-14,0.0
2020-08-20,0.0
2020-08-27,0.02386
2020-09-03,0.11363
2020-09-11,0.0
2020-09-18,0.0
2020-09-24,0.00554
2020-10-01,0.03855
2020-10-08,0.00553
2020-10-16,0.02054
2020-10-23,0.01808
2020-10-27,0.02335
2020-11-06,0.024919999999999998
2020-11-13,0.0
2020-11-20,0.02568
2020-12-04,0.00698
2021-01-08,0.23767
2021-01-15,0.05007
2021-01-28,0.64322
2021-02-11,0.6321599999999999
2021-03-03,0.63819
2021-03-19,0.71133
2021-03-25,0.31083
2021-04-07,0.08555
2021-05-17,0.06736
2021-05-28,0.09062
2021-06-04,0.10034
2021-06-11,0.021320000000000002
2021-06-18,0.046049999999999994
2021-07-02,0.18439
2021-07-09,0.0
2021-07-15,0.2904
2021-07-30,0.0
2021-08-06,0.02711
2021-08-13,0.038114999999999996
2021-08-19,0.0188441
2021-08-27,0.048156700000000004
2021-09-03,0.0324379
2021-10-01,0.0746164
2021-10-07,0.030029300000000002
2021-10-22,0.1870712
2021-10-27,0.07873530000000001
2021-11-03,0.2029415
2021-11-11,0.0957692
2022-10-15,0.0051475
