date,sodium
YYYY-MM-DD,ppb
2016-10-15,1900.95854
2016-10-19,2049.11801
2016-10-27,1948.70365
2016-11-03,2131.06103
2016-11-12,2039.32586
2016-11-23,2139.19311
2016-12-19,2122.47957
2017-03-19,2215.9038
2017-04-11,1638.04939
2017-04-12,1885.81403
2017-05-14,1329.20145
2017-05-30,1615.35654
2017-06-01,1410.85205
2017-06-15,1742.07017
2017-06-30,1787.01945
2017-07-13,1932.4587299999998
2017-07-30,1858.91408
2017-08-25,1824.88481
2017-09-13,2021.42391
2017-09-27,2009.7904199999998
2017-10-14,2081.47764
2017-10-23,2052.5065
2017-10-29,2141.03757
2017-11-03,2121.4882
2017-11-16,2123.27421
2017-12-19,2014.72285
2018-01-05,2106.34632
2018-01-25,2150.14756
2018-03-03,2068.62459
2018-03-17,2159.6271100000004
2018-05-07,1348.68581
2018-05-25,1444.5757800000001
2018-06-03,1528.74633
2018-06-15,1592.0643799999998
2018-06-25,1698.77127
2018-07-11,1862.00277
2018-07-15,1946.7693800000002
2018-08-10,2069.45308
2018-08-17,2138.6108
2018-08-24,2190.71094
