date,silicon
YYYY-MM-DD,ppb
2014-12-12,1998.81123
2015-05-11,5520.92474
2015-05-24,5815.448109999999
2015-06-02,5062.64071
2015-06-18,2627.26298
2015-07-02,5045.96162
2015-07-15,2248.90953
2015-08-02,1839.51548
2015-08-09,1860.76057
2015-10-04,3163.2674500000003
2015-10-13,2922.8076199999996
2015-10-26,2772.2555999999995
2015-11-09,2865.84178
2016-05-12,2008.8175338101998
2016-05-20,2023.3857830992001
2016-05-27,1839.572496314
2016-06-04,1680.112952784
2016-06-11,1610.1095477172998
2016-06-17,1688.85975
2016-06-27,1746.2966700000002
2016-07-08,1814.42067
2016-07-15,1908.57927
2016-07-22,2090.53751
2016-07-29,2146.00482
2016-08-05,2042.89312
2016-08-12,2142.22224
2016-08-19,2110.49747
2016-08-26,1987.48038
2016-09-02,2069.56337
2016-09-09,1902.06424
2016-09-16,1836.05735
2016-09-23,2083.21309
2016-09-30,1895.40652
2016-10-12,1760.86056
2016-10-19,1798.42303
2016-10-27,1745.03829
2016-11-03,1718.47325
2016-11-12,1627.96684
2017-05-30,2053.02732
2017-06-15,2127.4945900000002
2017-06-30,1761.04679
2017-07-13,1954.68838
2017-07-30,1705.66977
2017-08-25,2116.10619
2017-09-14,2262.34086
2017-09-27,1946.30611
2017-10-14,1805.18964
2017-10-23,1719.5133899999998
2017-11-03,1622.98115
2018-05-25,1847.81332
2018-06-08,1722.99318
2018-06-15,1656.96945
2018-06-25,1680.91586
2018-07-09,2170.19064
2018-07-15,2169.66349
