date,germanium
YYYY-MM-DD,ppb
2016-02-23,0.28715
2016-02-29,0.27762
2016-06-29,0.28254999999999997
2016-08-03,0.29969
2016-08-10,0.2885
2016-08-17,0.28907
2016-08-23,0.28068
2016-08-23,0.29526
2016-08-23,0.28844000000000003
2016-08-24,0.29151
2016-08-31,0.28648
2016-09-07,0.1554
2016-09-14,0.07965
2016-09-21,0.1225
2016-09-28,0.28393999999999997
2016-10-11,0.05633
2016-10-19,0.29339
2016-10-26,0.29181
2016-11-02,0.28052
2016-11-09,0.274
2016-11-16,0.28157
2016-11-22,0.26627
2016-11-29,0.10082
2016-12-06,0.23964
2016-12-13,0.2554
2016-12-20,0.25278
2016-12-27,0.23838
2017-01-03,0.25858
2017-01-10,0.23275
2017-01-17,0.30261
2017-01-24,0.28293
2017-01-31,0.29408
2017-02-07,0.2843
2017-02-14,0.27512000000000003
2017-02-21,0.2826
2017-02-28,0.287
2017-03-07,0.26785
2017-03-14,0.28048
2017-03-21,0.28714
2017-03-28,0.27573000000000003
2017-04-04,0.27838999999999997
2017-04-11,0.28143999999999997
2017-04-18,0.28925
2017-04-25,0.28529
2017-05-02,0.27955
2017-05-09,0.29988000000000004
2017-05-16,0.26029
2017-05-23,0.2716
2017-05-30,0.26563
2017-06-14,0.27292
2017-06-20,0.27562
2017-06-29,0.27778
2017-07-05,0.2807
2017-07-12,0.25464
2017-07-18,0.27237
2017-07-25,0.26075000000000004
2017-08-03,0.27556
2017-08-09,0.26615
2017-08-16,0.27083
2017-08-23,0.2642
2017-08-29,0.24854
2017-09-03,0.27368
2017-09-13,0.27218
2017-09-20,0.25440999999999997
2017-09-27,0.27154
2017-10-05,0.24865
2017-10-10,0.25767
2017-10-17,0.25632
2017-10-24,0.21265
2017-10-31,0.29815
2017-11-07,0.26559
2017-11-14,0.265
2017-11-21,0.26223
2017-11-28,0.27704
2017-12-03,0.26053
2017-12-12,0.26691
2017-12-19,0.24899000000000002
2017-12-26,0.27497
2018-01-02,0.26295999999999997
2018-01-09,0.25479999999999997
2018-01-16,0.23800000000000002
2018-01-23,0.24272
2018-01-30,0.2416
2018-02-06,0.23332999999999998
2018-02-13,0.24186
2018-02-20,0.22862
2018-02-27,0.2366
2018-03-06,0.23695999999999998
2018-03-13,0.24053999999999998
2018-07-16,0.25783
2018-07-23,0.25567
2018-09-04,0.25395
2018-09-10,0.31044
2018-09-17,0.25428
2018-09-24,0.29412
2018-10-01,0.27217
2018-10-29,0.25194
2019-05-07,0.24621
