date,sodium
YYYY-MM-DD,ppb
2014-12-07,1260.0532
2015-01-24,1282.09302
2015-02-07,1365.40243
2015-03-16,1100.19877
2015-04-19,916.05001
2015-05-11,1957.19062
2015-05-24,2067.9268300000003
2015-06-02,1958.7141399999998
2015-06-18,1129.70041
2015-07-02,1846.39812
2015-07-15,1065.05214
2015-08-02,739.02968
2015-08-09,742.9495400000001
2015-10-04,1664.51951
2015-10-13,1632.8123600000001
2015-10-26,1617.37041
2015-11-09,1402.51755
2015-11-23,2072.51009
2015-12-09,1459.54037
2015-12-30,1534.9493499999999
2016-01-08,1644.0596
2016-01-18,1730.34173
2016-01-28,1807.65096
2016-02-12,1771.6046000000001
2016-02-21,1943.0380400000001
2016-03-09,1906.5091499999999
2016-03-24,1856.97003
2016-03-31,1788.13076
2016-04-08,1204.22771
2016-04-21,951.52226
2016-05-02,975.993176233
2016-05-12,997.5728607174
2016-05-20,733.0114778328999
2016-05-27,734.2441800564
2016-06-04,517.419489265
2016-06-11,451.97609156870004
2016-06-17,616.46653
2016-06-27,638.38531
2016-07-08,702.3386700000001
2016-07-15,755.89822
2016-07-22,996.34501
2016-07-29,963.105
2016-08-05,983.9065800000001
2016-08-12,1019.3767
2016-08-19,1116.37037
2016-08-26,1201.06925
2016-09-02,1195.21177
2016-09-09,902.86335
2016-09-16,944.99868
2016-09-23,625.02823
2016-09-30,1018.7625400000001
2016-10-12,1111.88193
2016-10-19,1030.72037
2016-10-27,968.3874500000001
2016-11-03,1029.1037900000001
2016-11-12,1038.88469
2016-11-23,1223.86585
2016-12-04,1104.21733
2017-04-12,1137.9733899999999
2017-04-30,1003.7568799999999
2017-05-14,623.65846
2017-05-30,3341.89323
2017-06-15,528.98928
2017-06-30,630.60933
2017-07-30,636.64453
2017-08-25,816.6599600000001
2017-09-14,981.5814899999999
2017-09-27,953.1106
2017-10-14,973.83296
2017-10-23,985.4697699999999
2017-11-16,1068.1369300000001
2018-03-03,1134.7933
2018-05-07,866.7106699999999
2018-05-25,716.52079
2018-06-08,604.86444
2018-06-15,699.01315
2018-06-25,748.4973
2018-07-09,996.7997
2018-07-15,1158.54151
2018-08-10,1258.46687
2018-08-17,1248.31277
2018-08-24,1345.01919
2018-09-07,1098.60788
2018-09-14,1130.92825
2018-09-21,1151.02247
2018-09-28,1224.05422
