date,selenium
YYYY-MM-DD,ppb
2020-06-02,0.0
2020-06-16,0.0
2020-06-30,0.0
2020-07-14,0.9683799999999999
2020-07-21,1.08001
2020-07-29,1.0521
2020-08-04,1.08001
2020-08-12,0.0
2020-08-19,0.0
2020-08-24,0.0
2020-09-01,0.0
2020-09-10,0.0
2020-09-14,0.0
2020-09-23,0.0
2020-09-29,0.0
2020-10-05,0.0
2020-10-13,0.0
2020-10-20,0.0
2020-10-28,0.0
2020-11-03,0.0
2020-11-10,0.0
2020-11-19,3.0332
2020-12-03,2.09752
2021-01-06,2.26764
2021-02-19,0.3638
2021-03-09,0.43108
2021-04-05,0.99044
2021-04-28,0.60907
2021-05-04,1.18112
2021-05-13,0.70441
2021-05-18,1.08578
2021-05-27,0.99044
2021-06-02,0.60907
2021-06-08,1.24938
2021-06-10,0.0
2021-06-16,0.0
2021-06-22,0.0
2021-07-01,0.17408
2021-07-07,0.06656
2021-07-16,0.0340298
2021-07-20,0.0458452
2021-07-27,0.0255067
2021-08-04,0.045277
2021-08-10,0.029762
2021-08-17,0.0428986
2021-08-24,0.0431984
2021-08-31,0.031036
2021-09-08,0.033333999999999996
2021-09-27,0.0334681
2021-10-04,0.0033068000000000004
2021-10-15,0.06436889999999999
2021-10-20,0.0592911
2021-10-28,0.0559375
2021-11-04,0.0678546
2021-11-08,0.0341793
2021-12-01,0.0553851
