date,sodium
YYYY-MM-DD,ppb
2015-03-16,2567.24644
2015-04-19,2567.22356
2015-05-02,3238.2793500000002
2015-05-11,3116.14895
2015-05-24,3142.7331700000004
2015-06-02,3113.49768
2015-06-18,2378.51462
2015-07-02,3136.31148
2015-07-15,2293.71462
2015-08-02,2232.05075
2015-08-09,2406.60091
2015-10-04,3079.81317
2015-10-13,3195.6030800000003
2015-10-26,3017.36495
2015-11-09,3114.88901
2015-11-23,2833.12767
2016-04-08,2517.66966
2016-04-21,2342.23407
2016-05-02,2509.3721759908
2016-05-12,2468.0437999932
2016-05-20,2133.614745639
2016-05-27,1717.211792811
2016-06-04,1541.2932094216
2016-06-11,1515.9224194016
2016-06-17,1765.88605
2016-06-27,1719.7304
2016-07-08,1844.02025
2016-07-15,1932.1489500000002
2016-07-22,2041.26589
2016-07-29,2100.0198499999997
2016-08-05,2039.3765200000003
2016-08-12,2221.00839
2016-08-19,2364.4780499999997
2016-08-26,2177.52504
2016-09-02,2411.00801
2016-09-09,2230.96344
2016-09-16,2252.37433
2016-09-23,1062.4522
2016-09-30,2376.21594
2016-10-12,2183.49175
2016-10-19,2407.35012
