date,calcium
YYYY-MM-DD,ppb
2015-06-29,84838.343076324
2015-07-08,65562.9207219138
2015-07-13,47820.1217999604
2015-07-22,40570.9251693762
2015-08-03,41934.6185614083
2015-08-17,18849.0261157578
2015-08-24,23010.4884758205
2015-10-21,64177.79772
2015-11-01,22542.967370000002
2015-11-09,23278.0351
2015-11-17,35092.91038
2015-11-23,66554.19791999999
2015-12-03,71003.5315
2015-12-14,71037.98607
2015-12-22,71160.26283
2015-12-28,71051.07858
2016-01-04,69484.978
2016-01-12,70696.14616
2016-02-02,73578.69075
2016-02-15,68074.61813
2016-02-23,66807.10807
2016-02-29,61954.32666
2016-03-08,65504.6188
2016-03-15,65863.22608000001
2016-03-21,66965.36387
2016-03-29,68220.36015
2016-04-05,65606.96756
2016-04-12,65817.95052
2016-04-19,66395.53917
2016-04-25,93013.4527
2016-05-03,93632.39149000001
2016-05-11,93501.27911
2016-05-17,94318.58884
2016-05-27,90725.58280999999
2016-06-01,90345.54681
2016-06-09,88432.50588000001
2016-06-16,68422.37951
2016-06-22,73129.93575
2016-06-29,75388.82952
2016-07-08,77944.8609
2016-07-15,78915.09999
2016-07-22,15694.15432
2016-07-29,75192.75278
2016-08-05,78594.30568
2016-08-12,71227.17319999999
2016-08-19,66108.46322
2016-08-26,57539.33676
2016-09-02,71131.67655
2016-09-09,70195.16427
2016-09-16,55614.24387
2016-09-23,68667.09444
2016-10-01,69279.74321
2016-10-12,52380.12089
2016-10-19,48970.28196
2016-10-21,65125.8883
2016-10-27,45942.009079999996
2016-11-03,63922.920979999995
2016-11-12,64065.71783
2016-11-22,60071.1624
2016-11-29,37408.879740000004
2016-12-06,69037.64386
2016-12-13,64082.47155
2016-12-27,63616.747409999996
2017-01-03,68963.42307
2017-01-17,68066.76248
2017-01-24,66584.08624
2017-01-31,61947.16956
2017-02-07,72327.49018000001
2017-02-15,73218.18325999999
2017-02-21,79949.71903
2017-02-28,76972.34806
2017-03-09,77588.12621
2017-03-14,75456.75997
2017-03-21,78256.71097
2017-03-28,75112.2417
2017-04-04,77771.19292
2017-04-11,77334.03508
2017-04-18,64714.208399999996
2017-04-25,90933.13802000001
2017-05-02,82011.66042
2017-05-09,90556.64242999999
2017-05-16,90958.75866
2017-05-23,91144.05807999999
2017-05-30,88675.75865999999
2017-06-01,70416.1357
2017-06-16,86344.73942
2017-06-30,59653.539090000006
2017-07-30,38364.84014
2017-08-25,43731.05588
2017-09-14,43192.084370000004
2017-09-27,59041.142609999995
2017-10-10,66277.95413
2017-10-14,33513.97322
2017-10-17,41879.4308
2017-10-23,35869.86951
2017-10-24,31113.45252
2017-10-31,48558.424349999994
2017-11-03,38051.88079
2017-11-07,44697.555389999994
2017-11-14,58164.860889999996
2017-11-15,57151.68018
2017-11-21,57579.61391
2017-11-24,58164.860889999996
2017-11-28,60621.63127
2017-12-05,60447.49501
2017-12-12,59198.81236
2017-12-19,65104.76415
2017-12-26,61059.01694
2018-01-02,67497.37594
2018-01-09,67810.00326
2018-01-16,68520.79295
2018-01-23,55744.357339999995
2018-01-30,56110.00438
2018-02-06,59961.263150000006
2018-02-13,57863.26933
2018-02-20,59397.99659
2018-02-27,59919.69774
2018-03-06,60435.85249
2018-03-13,59197.27411
2018-03-20,61976.772840000005
2018-03-27,61941.12136
2018-04-03,59665.23443
2018-04-10,59656.460999999996
2018-04-17,62503.77985
2018-04-24,88771.27828
2018-05-01,92382.57866
2018-05-25,82259.62054
2018-06-09,62601.04191
2018-06-15,69539.11673
2018-06-25,63115.671650000004
2018-07-11,53491.14125
2018-07-16,49096.10248
2018-08-10,45499.464589999996
2018-08-17,64541.91262
2018-08-24,74802.2042
2018-09-07,86286.76766000001
2018-09-14,74784.69930000001
2018-09-21,59893.0126
2018-09-28,62393.01571
2018-10-05,65285.903959999996
2018-10-12,64013.304639999995
2018-10-19,31763.43305
2018-10-25,65200.600679999996
2018-11-02,65566.41269
2019-05-07,89278.81787
2019-06-23,73824.1093
2019-06-27,74479.28547
2019-07-05,65264.42839
2019-07-14,54373.01278
2019-07-19,46777.204620000004
2019-07-26,44150.55578
2019-08-02,33511.89802
2019-08-09,31092.30185
2019-08-16,57591.66487000001
2019-08-23,61952.410449999996
2019-08-30,60724.72406
2019-09-06,52137.872310000006
2019-09-13,59755.816320000005
2019-09-20,68376.11678
2019-09-27,66664.90043
2019-10-04,59444.40907
2019-10-11,63969.80826
2019-10-19,60127.794160000005
2020-05-22,86399.17757999999
2020-05-29,83993.80371
2020-06-05,79304.85022
2020-06-12,69309.1524
2020-06-19,72638.45201000001
2020-06-26,58694.82299
2020-07-02,52270.7974
2020-07-10,59369.70456
2020-07-17,55053.82973
2020-07-23,46196.797230000004
2020-07-30,41636.36671
2020-08-07,45041.42137
2020-08-14,40887.30122
2020-08-20,25669.95901
2020-08-27,40012.04928
2020-09-03,38423.24374
2020-09-11,36012.1346
2020-09-18,35892.28489
2020-09-24,37677.02663
2020-10-01,30001.578970000002
2020-10-08,26959.860549999998
2020-10-16,52680.047000000006
2020-10-23,53978.46047
2020-11-06,50338.06349
2021-05-19,74378.97503
2021-05-28,76716.90849
2021-06-04,57708.55336
2021-06-11,88631.64461
2021-06-18,91245.55689
2021-06-24,75161.64416
2021-07-02,72622.17165
2021-07-09,66312.02345
2021-07-15,67634.77409
2021-07-23,43132.3153
2021-07-30,59336.6347
2021-08-06,38049.7043
2021-08-13,39162.760377700004
2021-08-19,64228.0041969
2021-08-27,60857.180675999996
2021-09-03,62085.762674
2021-10-01,59212.6992703
2021-10-07,62370.1483816
2021-10-22,65107.74644639999
2022-10-15,60549.987881099994
