date,chromium
YYYY-MM-DD,ppb
2016-08-05,0.8471099999999999
2016-08-12,0.5516800000000001
2016-08-19,0.51309
2016-08-26,0.6715
2016-09-02,0.54883
2016-09-09,0.45225000000000004
2016-09-16,45.20468
2016-10-01,0.37399000000000004
2016-10-12,0.68439
2016-10-19,0.68845
2016-10-27,0.6833899999999999
2016-11-03,0.8740199999999999
2016-11-12,0.7235199999999999
2017-06-16,1.71142
2017-08-04,1.0715
2017-08-25,1.5346799999999998
2017-09-27,1.13575
2017-10-05,0.55993
2017-10-12,0.77249
2017-10-13,0.55187
2017-10-24,0.32255
2017-11-03,0.60134
2017-11-15,0.91067
2018-05-25,0.03402
2018-06-09,1.29408
2018-06-15,1.08657
2018-06-25,2.40643
2018-07-11,0.18709
2018-07-16,0.48708
2018-08-24,0.58441
2018-08-27,0.26378
2019-06-23,1.3647999999999998
2019-06-27,1.3778099999999998
2019-07-05,1.35455
2019-07-14,1.3694700000000002
2019-07-19,0.5539000000000001
2019-07-26,1.5048700000000002
2019-08-02,1.16416
2019-08-09,1.47614
2019-08-16,1.03244
2019-08-23,92.85297
2019-08-30,128.97807
2019-09-06,106.08269
2019-09-20,0.72241
2019-09-27,0.9587800000000001
2019-10-04,1.52837
2020-03-01,0.17349
2020-04-01,0.19893999999999998
2020-04-28,0.26124
2020-05-22,0.16711
2020-05-29,0.33642
2020-06-08,1.64906
2020-06-12,0.24844000000000002
2020-06-19,0.22452
2020-06-26,0.538
2020-07-02,0.4088
2020-07-10,0.37553000000000003
2020-07-17,0.19786
2020-07-23,0.20154
2020-07-30,0.31347
2020-08-07,0.20763
2020-08-14,0.23423
2020-08-20,0.34903000000000006
2020-08-27,0.44393000000000005
2020-09-03,0.28693
2020-09-11,0.30811
2020-09-18,0.51577
2020-09-24,0.75637
2020-10-01,0.5353600000000001
2020-10-08,0.18584
2020-10-16,0.29372
2020-10-23,0.25443
2020-11-06,0.3341
2021-01-21,0.32883
2021-02-17,0.22368
2021-03-10,0.9116599999999999
2021-04-14,0.36989
2021-05-19,0.1371
2021-05-28,0.12779
2021-06-04,0.09158
2021-06-11,0.15405
2021-06-24,0.08377000000000001
2021-07-09,0.12748
2021-07-15,2.69839
2021-07-23,0.33098000000000005
2021-07-30,0.11861
2021-08-06,0.10948
2021-08-13,0.1115197
2021-08-19,0.2137184
2021-08-27,0.33223040000000004
2021-09-03,0.21093150000000002
2021-10-01,0.3600367
2021-10-07,0.2457305
2021-10-22,0.2245124
2021-11-03,0.15732849999999998
2021-11-11,0.5317688
2021-12-20,0.2380051
