date,manganese
YYYY-MM-DD,ppb
2019-05-10,18.461190000000002
2019-05-19,12.42156
2019-05-24,15.16423
2019-06-03,31.8026
2019-06-18,28.99588
2019-07-01,31.08003
2019-07-09,47.86998
2019-07-16,81.65763
2019-08-15,157.89129
2019-09-05,305.85771
2019-10-02,549.78967
2020-05-13,16.32184
2020-05-28,17.33407
2020-06-10,24.55628
2020-06-24,28.37221
2020-07-08,34.92874
2020-08-04,43.74467
2020-08-26,93.35482
2020-09-29,190.58575000000002
2021-05-10,21.69181
2021-05-24,11.60401
2021-06-17,14.717909
2021-06-30,18.0093805
2021-07-22,20.2819218
2021-08-20,38.214158600000005
