date,aluminum
YYYY-MM-DD,ppb
2017-02-08,18.605240000000002
2017-02-28,16.56746
2017-03-01,98.96729
2017-03-24,15.18064
2017-03-26,20.957530000000002
2018-02-28,50.776770000000006
2018-03-02,52.574560000000005
2018-03-05,37.88646
2018-03-15,58.14004
2018-03-16,30.25722
2018-03-19,40.82178
2018-03-23,37.562039999999996
2018-03-24,38.06293
2018-04-06,60.59497
2018-04-07,36.8502
2018-04-08,37.15583
2018-04-09,39.51711
2018-04-21,38.50557
2018-05-03,43.42531
2018-06-17,40.21154
2018-06-18,37.05579
2018-07-08,50.58155
2018-07-09,35.73109
2018-07-11,46.11942
2019-06-19,72.48264
2019-07-01,116.43236999999999
2019-07-26,203.01974
2019-07-27,939.5265899999999
2019-07-28,26.31252
2019-07-31,29.795440000000003
2019-08-05,27.54369
2020-02-05,0.0
