date,silicon
YYYY-MM-DD,ppb
2019-10-07,2659.50871
2020-05-26,2768.1931400000003
2020-10-09,2507.6103000000003
2021-05-25,2597.74297
2021-07-28,3043.4427499999997
2021-10-05,2883.0585100000003
