date,barium
YYYY-MM-DD,ppb
2015-06-30,72.4239001365
2015-07-07,71.569931312
2015-07-14,72.9302359827
2015-07-21,72.1445141887
2015-07-28,74.1347183382
2015-08-04,73.339996184
2015-08-11,71.3949164764
2015-08-18,41.6007604092
2015-08-26,49.46865966
2016-02-23,80.98915
2016-02-29,76.36323
2016-06-29,82.38323
2016-08-03,76.72982
2016-08-10,75.82759
2016-08-17,75.90216
2016-08-23,75.30156
2016-08-23,74.98342
2016-08-23,74.79676
2016-08-24,71.52866999999999
2016-08-31,80.17208
2016-09-07,37.64586
2016-09-14,42.83882
2016-09-21,40.00868
2016-09-28,68.44669999999999
2016-10-11,36.91802
2016-10-19,79.96493
2016-10-26,74.85128999999999
2016-11-02,78.15839
2016-11-09,71.77668
2016-11-16,77.19501
2016-11-22,72.82383
2016-11-29,52.106649999999995
2016-12-06,68.67306
2016-12-13,75.03041999999999
2016-12-20,74.56042
2016-12-27,73.0389
2017-01-03,68.82612
2017-01-10,69.86385
2017-01-17,72.89247
2017-01-24,72.79329
2017-01-31,73.638
2017-02-07,73.83198
2017-02-14,75.59421
2017-02-21,74.75402
2017-02-28,74.49240999999999
2017-03-07,73.22371000000001
2017-03-14,72.19403
2017-03-21,72.43908
2017-03-28,69.0398
2017-04-04,72.9862
2017-04-11,72.77118
2017-04-18,79.02154
2017-04-25,71.96562
2017-05-02,72.71609
2017-05-09,76.37868
2017-05-16,114.09971
2017-05-23,86.8029
2017-05-30,124.48798
2017-06-14,85.38463999999999
2017-06-20,97.85978999999999
2017-06-29,84.96592
2017-07-05,79.62508
2017-07-12,81.72041
2017-07-18,82.17025
2017-07-25,80.82748000000001
2017-08-03,79.18814
2017-08-09,81.49619
2017-08-16,96.69498000000002
2017-08-23,81.19168
2017-08-29,90.26089
2017-09-03,83.34316
2017-09-13,88.80025
2017-09-20,90.37799
2017-09-27,89.04269
2017-10-05,79.18357
2017-10-10,73.06221
2017-10-17,69.70338
2017-10-24,29.79591
2017-10-31,71.91778000000001
2017-11-07,69.87484
2017-11-14,69.24377
2017-11-21,69.45524
2017-11-28,68.20707999999999
2017-12-03,69.57024
2017-12-12,68.48767
2017-12-19,69.93314
2017-12-26,67.55645
2018-01-02,67.71512
2018-01-09,68.52565
2018-01-16,68.33058
2018-01-23,67.22836
2018-01-30,68.26185
2018-02-06,68.25841
2018-02-13,67.90083
2018-02-20,69.41615999999999
2018-02-27,68.14222
2018-03-06,67.79884
2018-03-13,68.02046
2018-07-16,76.91599
2018-07-23,74.72249
2018-09-04,72.77344000000001
2018-09-10,79.16666000000001
2018-09-17,73.83018
2018-09-24,70.94002
2018-10-01,71.42276
2018-10-29,71.45328
2019-05-07,73.55914
