date,zinc
YYYY-MM-DD,ppb
2014-12-12,15.89456
2015-02-07,16.74598
2015-03-16,18.988799999999998
2015-04-19,16.75928
2015-05-11,3.5568100000000005
2015-05-24,4.3988
2015-06-02,2.27759
2015-06-18,5.5966700000000005
2015-07-02,6.013039999999999
2015-07-15,3.52047
2015-08-02,42.90346
2015-08-09,106.84473
2015-10-04,5.48616
2015-10-13,5.6199699999999995
2015-10-26,4.70695
2015-11-09,6.03033
