date,sodium
YYYY-MM-DD,ppb
2015-06-29,16661.921029496
2015-07-08,40400.4374512248
2015-07-13,56001.1103366064
2015-07-22,62696.1101077054
2015-08-03,59421.197949939
2015-08-17,37815.5127926532
2015-08-24,15337.6803272055
2015-10-21,40908.80145
2015-11-01,9494.66313
2015-11-09,10883.1063
2015-11-17,8446.56346
2015-11-23,45241.21982
2015-12-03,40269.688519999996
2015-12-14,40469.04699
2015-12-22,41064.53466
2015-12-28,41625.24664
2016-01-04,40023.18279
2016-01-12,39893.5556
2016-02-02,41043.12385999999
2016-02-15,42543.94333
2016-02-23,39073.617060000004
2016-02-29,44705.55455
2016-03-08,46064.5575
2016-03-15,45675.51458
2016-03-21,44910.16396
2016-03-29,45486.14179
2016-04-05,46647.397320000004
2016-04-12,43196.6305
2016-04-19,43735.968089999995
2016-04-25,9636.90507
2016-05-03,7523.52624
2016-05-11,7700.9688400000005
2016-05-17,7698.16017
2016-05-27,9588.32932
2016-06-01,10358.92986
2016-06-09,12785.86186
2016-06-16,34123.36469
2016-06-22,30246.6846
2016-06-29,26726.513479999998
2016-07-08,36525.13587
2016-07-15,44768.86891
2016-07-22,50811.84
2016-07-29,50619.49
2016-08-05,46637.55053
2016-08-12,32689.651960000003
2016-08-19,38459.661700000004
2016-08-26,46556.7655
2016-09-02,30250.851779999997
2016-09-09,37328.99316
2016-09-16,50425.79407999999
2016-09-23,37867.40143
2016-10-01,43992.28656
2016-10-12,55006.70135
2016-10-19,52333.47201
2016-10-21,44669.08782
2016-10-27,57212.97899999999
2016-11-03,42288.42936
2016-11-12,40526.99584
2016-11-22,49199.85252
2016-11-29,16961.65553
2016-12-06,38974.4524
2016-12-13,44747.67218
2016-12-27,46403.2549
2017-01-03,37834.51434
2017-01-17,36313.53892
2017-01-24,36939.54829
2017-01-31,42358.781319999995
2017-02-07,45987.4104999999
2017-02-15,48672.91799
2017-02-21,42661.57793
2017-02-28,48522.69685
2017-03-09,48255.556319999996
2017-03-14,51014.53932
2017-03-21,50581.29638
2017-03-28,52793.12146
2017-04-04,52453.436499999996
2017-04-11,52566.20141
2017-04-18,61571.03994
2017-04-25,7449.21207
2017-05-02,18011.22363
2017-05-09,6872.38649
2017-05-16,6932.9837099999995
2017-05-23,6530.310060000001
2017-05-30,9262.288069999999
2017-06-01,33449.07291
2017-06-16,17459.020940000002
2017-06-30,47449.68211
2017-07-30,70306.43549999999
2017-08-25,66479.44561
2017-09-14,65689.96065000001
2017-09-27,55395.08833
2017-10-10,40726.369829999996
2017-10-14,67233.35624000001
2017-10-17,62829.7885
2017-10-23,61232.21329
2017-10-24,70647.96852000001
2017-10-31,59509.47301
2017-11-03,60010.881740000004
2017-11-07,62205.336690000004
2017-11-14,52309.39293
2017-11-15,47786.76286
2017-11-21,53240.65279000001
2017-11-24,52309.39293
2017-11-28,51025.18158
2017-12-05,50635.05661
2017-12-12,53732.1033
2017-12-19,46706.91627
2017-12-26,52553.19796
2018-01-02,46850.7653
2018-01-09,46571.10902
2018-01-16,47304.8889
2018-01-23,43135.35648
2018-01-30,43411.65188
2018-02-06,40456.48114
2018-02-13,41675.77465000001
2018-02-20,40650.78165
2018-02-27,40288.25587
2018-03-06,39843.9994
2018-03-13,40773.26191
2018-03-20,46587.533800000005
2018-03-27,44960.497279999996
2018-04-03,49966.698050000006
2018-04-10,50573.785319999995
2018-04-17,52037.57232
2018-04-24,14593.399179999999
2018-05-01,10775.349559999999
2018-05-25,22416.63385
2018-06-09,46241.66156
2018-06-15,37853.98921
2018-06-25,47390.910260000004
2018-07-11,57883.2337
