date,lead
YYYY-MM-DD,ppb
2017-04-14,0.023540000000000002
2017-05-06,0.00711
2017-06-22,0.0
2017-10-12,0.0231
2017-10-24,0.0
2018-03-07,0.07424
2018-04-02,0.07663
2019-04-06,0.01627
2019-04-06,0.01634
2020-07-14,0.08324
2020-07-21,0.21163
2020-07-29,0.16323000000000001
2020-08-04,0.1278
2020-08-12,0.0298
2020-08-19,0.08789999999999999
2020-08-24,0.05874
2020-09-01,0.0
2020-09-10,0.0
2020-09-14,0.14733
2020-09-23,0.0189
2020-09-29,4.02829
2020-10-05,0.35065
2020-10-13,0.014350000000000002
2020-10-20,0.06573999999999999
2020-10-28,0.0259
2020-11-03,0.0
2020-11-10,0.0
2020-11-19,0.02392
2020-12-03,0.29263
2021-01-20,0.03264
2021-02-19,0.8196399999999999
2021-03-09,0.76534
2021-04-05,0.26203
2021-04-28,0.05176
2021-05-04,0.08175
2021-05-13,0.01668
2021-05-18,0.05661
2021-05-27,0.051710000000000006
2021-06-02,0.03882
2021-06-08,0.00617
2021-06-15,0.10912
2021-06-22,0.010239999999999999
2021-07-01,0.40857
2021-07-07,0.29565
2021-07-16,0.9520489
2021-07-20,0.8933667000000001
2021-07-27,0.6245924
2021-08-04,0.10131090000000001
2021-08-10,0.0765989
2021-08-17,0.061633900000000005
2021-08-24,0.057590699999999995
2021-08-31,0.0743539
2021-09-08,0.08966450000000001
2021-09-27,0.0901984
2021-10-04,0.3951751
2021-10-15,0.23249949999999997
2021-10-20,0.1475656
2021-10-28,0.7270221
2021-11-04,2.0632365999999998
2021-11-08,0.2801728
2021-12-01,0.1324029
