date,silicon
YYYY-MM-DD,ppb
2020-05-22,4149.72743
2020-05-29,3720.61346
2020-06-05,3926.20947
2020-06-12,3933.81517
2020-06-19,3945.74723
2020-06-26,3820.11505
2020-07-02,3739.8557499999997
2020-07-10,3930.0005199999996
2020-07-17,4616.84502
2020-07-23,3965.14688
2020-07-30,3756.5143
2020-08-07,3792.35606
2020-08-14,3689.4057900000003
2020-08-20,3758.90039
2020-08-27,3771.12188
2020-09-03,3880.58125
2020-09-11,3870.0665400000003
2020-09-18,3836.09665
2020-09-24,4090.3638
2020-10-01,3805.5320899999997
2020-10-08,3837.0451300000004
2020-10-16,3957.29769
2020-10-23,3775.3270300000004
2020-10-27,3886.3649299999997
2020-11-06,3962.4599799999996
2020-11-20,3827.73878
2021-05-19,3628.03
2021-05-28,3420.651
2021-06-04,3500.281
2021-06-11,3490.6795599999996
2021-06-24,3976.7520400000003
2021-07-09,3962.9989699999996
2021-07-15,3569.42206
2021-07-23,4710.98575
2021-07-30,3488.26405
2021-08-06,3957.8276899999996
2021-08-13,3418.9844011000005
2021-08-27,3701.7616618
2021-09-03,3851.4710278000002
2021-10-01,3999.8138326
2021-10-07,3818.8085516
2021-10-22,3645.7208894
2021-11-03,4839.8963296
2021-11-11,3543.08599
