date,manganese
YYYY-MM-DD,ppb
2014-12-12,0.33648999999999996
2015-01-24,0.16191
2015-02-07,0.49690999999999996
2015-03-16,0.23196999999999998
2015-04-19,0.67564
2015-05-11,0.17114000000000001
2015-05-24,0.13367
2015-06-02,0.25131000000000003
2015-06-18,0.18780999999999998
2015-07-02,0.08238999999999999
2015-07-15,0.21000999999999997
2015-08-02,0.9450500000000001
2015-08-09,1.02819
2015-10-04,0.23424
2015-10-13,0.06583
2015-10-26,6.00939
2015-11-09,0.06164
2015-11-23,0.12203
2015-12-09,0.0265
2016-01-28,0.07426
2016-02-12,0.04267
2016-02-21,0.11896999999999999
2016-03-09,0.8021699999999999
2016-03-24,0.08075
2016-03-31,0.052680000000000005
2016-04-08,3.0822899999999995
2016-04-21,3.1274800000000003
2016-05-02,0.49073120449999996
2016-05-27,1.0227106932
2016-06-04,1.975787316
2016-06-17,1.18914
2016-06-27,1.11253
2016-07-08,1.03852
2016-07-15,0.82689
2016-07-22,0.8581
2016-07-29,0.7488
2016-08-05,1.26532
2016-08-12,1.02365
2016-08-19,2.19216
2016-08-26,1.01621
2016-09-02,2.51361
2016-09-09,0.67813
2016-09-16,1.5252
2016-09-23,0.5792499999999999
2016-09-30,0.7714500000000001
2016-10-12,1.0578400000000001
2016-10-19,0.51691
2016-10-27,0.51067
2016-11-03,0.58683
2016-11-12,0.31217
2016-11-23,0.44732
2017-03-19,0.40237
2017-04-12,2.7911200000000003
2017-04-30,0.74445
2017-06-30,32.92295
2017-07-30,1.8417700000000001
2017-08-25,1.72316
2017-09-14,1.17734
2017-09-27,1.0195400000000001
2017-10-14,1.07389
2017-10-23,0.9341299999999999
2017-11-03,0.62149
2017-11-16,0.61331
2018-03-03,1.45588
2018-05-25,1.01098
2018-06-08,0.9693400000000001
2018-06-15,0.95721
2018-06-25,1.0791
2018-07-09,0.74919
2018-07-15,0.7093
2018-08-10,0.61656
2018-08-17,0.5743199999999999
2018-08-24,0.38569
2018-09-07,0.55764
2018-09-14,0.39940000000000003
2018-09-28,1.4593900000000002
2018-10-05,0.92592
2018-10-12,0.78698
2018-10-18,0.52523
2018-10-25,0.41591
2018-11-02,0.47973
2018-11-10,0.38988
2018-11-17,0.223
2019-02-27,0.47093
2019-03-30,0.16438999999999998
2019-04-18,0.28262
2019-05-08,0.45198000000000005
2019-06-05,1.18918
2019-06-11,1.10532
2019-06-21,1.04604
2019-06-27,1.36385
2019-07-05,1.45243
2019-07-14,1.6714699999999998
2019-07-19,1.12642
2019-07-26,7.2338499999999994
2019-08-02,1.6364899999999998
2019-08-09,1.08569
2019-08-16,1.60783
2019-08-23,4.04146
2019-08-30,3.28088
2019-09-06,1.4846400000000002
2019-09-13,2.0516699999999997
2019-09-20,0.71345
2019-09-27,0.43974
2019-10-04,0.61806
2019-10-11,1.94382
2019-10-19,0.7556200000000001
2019-10-25,0.74334
2019-11-03,0.43025
2019-11-08,0.32605
2019-11-15,0.58561
2019-11-22,1.5781100000000001
2019-12-04,0.30772
2019-12-12,0.19536
2019-12-20,0.16923
2020-01-08,0.16410999999999998
2020-01-21,3.70359
2020-01-28,0.18950999999999998
2020-02-11,3.1255500000000005
2020-02-20,2.90168
2020-03-11,2.7759
2020-03-17,2.8251399999999998
2020-04-03,3.01882
2020-04-09,3.0470599999999997
2020-04-14,4.35371
2020-04-24,3.3645799999999997
2020-05-22,5.280519999999999
2020-05-29,6.954789999999999
2020-06-05,4.3654
2020-06-12,3.50385
2020-06-19,2.52316
2020-06-26,2.17963
2020-07-02,2.90261
2020-07-10,3.16577
2020-07-17,3.1779
2020-07-23,3.36121
2020-07-30,2.92636
2020-08-07,3.1013800000000002
2020-08-14,3.09466
2020-08-20,3.00351
2020-08-27,2.82256
2020-09-03,2.40048
2020-09-11,2.18967
2020-09-18,2.72384
2020-09-24,2.7109
2020-10-01,4.60013
2020-10-08,3.14066
2020-10-16,4.617839999999999
2020-10-23,3.23941
2020-10-27,2.9104400000000004
2020-11-06,3.64196
2020-11-13,5.39423
2020-12-04,4.6162399999999995
2021-01-08,3.45022
2021-01-15,5.736280000000001
2021-01-28,0.5894900000000001
2021-02-11,1.71759
2021-03-03,1.78504
2021-03-19,0.76868
2021-03-25,0.48782
2021-04-07,0.41714
2021-05-17,0.79863
2021-05-28,0.86283
2021-06-04,1.33117
2021-06-11,1.4901
2021-06-18,1.7060300000000002
2021-06-24,0.7698099999999999
2021-07-02,1.7100199999999999
2021-07-09,0.60692
2021-07-15,2.14819
2021-07-23,0.6652199999999999
2021-07-30,0.9507300000000001
2021-07-31,1.7855599999999998
2021-08-06,1.34047
2021-08-13,0.850654
2021-08-19,2.9749523
2021-08-27,0.9010322
2021-09-03,0.8756185
2021-10-01,0.7377206999999999
2021-10-07,11.9981969
2021-10-22,0.6126353999999999
2021-10-27,0.8621595999999999
2021-11-03,1.5592158
2021-11-11,1.0394341999999999
2022-10-15,1.0089295
