date,boron
YYYY-MM-DD,ppb
2015-06-17,1.8820933039137782
2015-06-18,1.9415749176930859
2015-06-19,1.90417573459368
2015-06-20,1.756202806354128
2015-06-21,1.57373803792394
2015-06-22,1.6321373191930522
2015-06-23,1.4969430348729498
2015-06-24,1.4745409313231121
2015-06-25,2.486584176218595
2015-06-26,2.37146035341527
2015-06-27,2.32681201905354
2015-06-28,2.3019020464003197
2015-06-29,2.253759835436592
2015-06-30,2.26355170751176
2015-07-01,2.150768041614936
2015-07-02,2.223535108339182
2015-07-03,1.9587274722146557
2015-07-04,2.03572766367943
2015-07-05,1.915661337360427
2015-07-06,1.971082074560742
2015-07-07,1.904286601161616
2015-07-08,1.86345285194256
2015-07-09,1.645668718608107
2016-05-28,2.15102
2016-05-29,1.8027199999999999
2016-05-30,1.4825599999999999
2016-05-31,1.3961200000000002
2016-06-01,1.1684700000000001
2016-06-02,1.14664
2016-06-03,0.9083399999999999
2016-06-04,0.8230899999999999
2016-06-05,0.83735
2016-06-06,0.6630900000000001
2016-06-07,0.92645
2016-06-08,0.60684
2016-06-09,0.45036
2016-06-10,0.24883
2016-06-11,0.40313
2016-06-12,0.66423
2016-06-13,0.40911000000000003
2016-06-14,1.1389399999999998
2016-06-15,0.07858000000000001
2016-06-16,0.13541
2016-06-17,1.95508
2016-06-18,1.5541399999999999
2016-06-19,1.4215
2016-06-20,1.2761
2016-06-22,1.7826600000000001
2016-06-23,1.18521
2016-06-24,1.21193
2016-06-25,1.10112
2016-06-26,1.27562
2016-06-27,0.91391
2016-06-28,1.00598
2016-06-29,1.08895
2016-06-30,0.92201
2016-07-01,1.5570400000000002
2016-07-02,0.99171
2016-07-03,0.9419
2016-07-04,1.3382
2016-07-05,1.11575
2016-07-06,0.86256
2016-07-07,0.63473
2016-07-08,1.20997
2016-07-09,0.8664700000000001
2016-07-10,0.84412
2016-07-11,0.669
2016-07-12,0.71588
2016-07-13,0.77065
2016-07-14,0.8274199999999999
2016-07-15,0.84425
2016-07-16,0.8068599999999999
2016-07-17,0.74776
2016-07-18,0.6639499999999999
2016-07-19,0.41642999999999997
2016-07-20,0.76291
2016-07-21,0.42111000000000004
2016-07-22,0.38724000000000003
2016-07-23,0.47009
2016-07-24,0.16837999999999997
2016-07-25,1.02868
2016-07-26,0.7642100000000001
2016-07-27,1.01206
2016-07-28,0.5492699999999999
2016-07-29,0.50471
2016-07-30,0.38227
2016-07-31,0.67546
2016-08-01,0.52203
2016-08-02,0.17746
2016-08-03,0.29904
2016-08-04,0.65846
2016-08-05,0.56846
2016-08-06,0.39593
2016-08-07,0.34043999999999996
2016-08-08,0.23306
2016-08-09,0.25593
2016-08-10,0.16084
2016-08-11,0.28442
2016-08-12,0.18596000000000001
2016-08-13,0.17205
2016-08-14,0.13593
2016-08-15,0.06601
2016-08-16,2.2570799999999998
2016-08-17,2.07742
2016-08-18,2.12781
2016-08-19,2.18342
2016-08-20,2.1195
2016-08-21,1.9159599999999999
2016-08-22,2.11017
2016-08-23,1.9145699999999999
2016-08-24,1.92832
2016-08-25,1.79489
2016-08-26,1.33756
2016-08-27,1.2319
2016-08-28,1.29724
2016-08-29,1.01029
2016-08-30,0.9109499999999999
2016-08-31,0.6941999999999999
2016-09-01,0.75959
2016-09-02,1.01499
2016-09-03,2.60465
2016-09-04,2.31989
2016-09-05,1.6964599999999999
2016-09-06,1.59661
2016-09-07,1.6827
2016-09-08,1.58339
2016-09-09,1.37283
2016-09-10,1.3931399999999998
2016-09-11,1.2979399999999999
2016-09-12,1.24772
2016-09-13,1.32861
2016-09-14,1.31138
2016-09-15,1.4873500000000002
2016-09-16,1.21716
2016-09-23,2.53986
2016-09-24,1.72218
2016-09-25,1.32057
2016-09-26,1.30571
2016-09-27,1.58188
2017-06-22,0.7051799999999999
2017-06-23,0.521
2017-06-24,0.52765
2017-06-25,0.32162999999999997
2017-06-26,0.09390000000000001
2017-06-27,0.0
2017-06-28,0.0
2017-06-29,0.02532
2017-06-30,0.0
2017-07-01,0.59247
2017-07-02,0.0
2017-07-03,0.0
2017-07-04,0.0
2017-07-05,0.0
2017-07-06,0.0
2017-07-07,0.0
2017-07-08,0.0
2017-07-09,0.0
2017-07-10,0.0
2017-07-11,0.0
2017-07-12,0.0
2017-07-13,0.0
2017-07-14,0.0
2017-12-19,0.0
2018-01-06,0.0
2018-01-26,0.0
2018-03-04,1.6594200000000001
2018-03-07,2.1139
2018-03-25,1.3197800000000002
2018-06-08,1.24422
2018-06-15,0.86327
2018-06-25,0.93845
2018-07-11,0.97366
2018-07-15,0.8823300000000001
2018-08-10,1.11201
2018-08-17,1.00031
2018-08-24,2.07261
2021-01-28,0.31778
2021-02-05,0.3005
2021-02-11,0.18003999999999998
2021-02-17,0.39518
2021-02-25,0.8504100000000001
2021-03-03,0.7591199999999999
2021-03-10,0.2203
2021-03-19,0.47100000000000003
2021-03-25,0.0
2021-03-30,0.0
2021-04-07,0.0
2021-04-14,0.22438
2021-05-17,1.63449
2021-05-28,0.0
2021-06-04,0.0
2021-06-11,0.20231
2021-06-18,1.2917500000000002
2021-06-24,0.32821
2021-07-02,0.11561
2021-07-09,0.54145
2021-07-15,0.0
2021-07-23,140.8826
2021-07-30,1.68763
2021-07-31,1.74357
2021-08-06,2.2417100000000003
