date,iron
YYYY-MM-DD,ppb
2014-12-12,107.87618
2015-04-19,52.41298999999999
2015-05-11,17.9808
2015-05-24,12.36172
2015-06-02,15.65503
2015-06-18,11.602730000000001
2015-07-02,4.2332
2015-07-15,7.46236
2015-08-02,40.35227
2015-08-09,45.67144
2015-10-04,9.90638
2015-10-13,28.28077
2015-10-26,6.100029999999999
2015-11-09,24.33743
2015-11-23,23.285629999999998
2016-04-08,14.5528
2016-04-21,89.44416000000001
2016-05-02,99.05965049340001
2016-05-20,58.0237846968
2016-05-27,47.6359229584
2016-06-04,29.2097828365
2016-06-11,29.866342263
2016-06-17,25.355379999999997
2016-06-27,41.26764
2016-07-08,39.82608
2016-07-15,59.971059999999994
2016-07-22,88.47892
2016-07-29,99.59255999999999
2016-08-05,131.29074
2016-08-12,101.01488
2016-08-19,132.87326000000002
2016-08-26,150.13429
2016-09-02,139.78755
2016-09-09,115.32874
2016-09-16,140.49669
2016-09-23,83.05251999999999
2016-09-30,103.91925
2016-10-12,100.5745
2016-10-19,110.34051
2016-10-27,113.09708
2016-11-03,72.02951
2016-11-12,111.74918
2016-11-23,91.41247999999999
2016-12-04,105.43831
2017-05-14,49.97978
2017-05-30,86.22411
2017-06-15,30.73157
2017-06-30,27.680159999999997
2017-07-13,34.65127
2017-07-30,46.4234
2017-08-25,91.83341
2017-09-14,99.81311
2017-09-27,111.93205
2017-10-14,82.8009
2017-10-23,87.03107
2017-11-03,86.40038000000001
2017-11-16,109.0693
2018-03-03,127.42770999999999
2018-05-25,37.57918
2018-06-08,33.215340000000005
2018-06-15,32.91794
2018-06-25,47.47547
2018-07-09,45.44353
2018-07-15,86.76776000000001
2018-08-10,101.80774
2018-08-17,5.3405499999999995
2018-08-24,59.9984
2018-09-07,13.38501
2018-09-14,7.98489
2018-09-21,8.48822
2018-09-28,5.9618400000000005
