date,cobalt
YYYY-MM-DD,ppb
2014-12-07,0.1336
2015-01-24,0.08163999999999999
2015-02-07,0.07476
2015-02-19,0.13959
2015-03-16,0.30133
2015-04-19,0.08070000000000001
2015-05-02,0.15022000000000002
2015-05-11,0.03374
2015-05-24,0.03265
2015-06-02,0.051919999999999994
2015-06-18,0.06128
2015-07-02,0.03988
2015-07-15,0.05529
2015-08-02,0.0934
2015-08-09,0.08510999999999999
2015-10-04,0.06099
2015-10-13,0.07672
2015-10-26,0.044000000000000004
2015-11-09,0.04201
2015-11-23,0.04028999999999999
2015-12-09,0.043899999999999995
2015-12-30,0.033960000000000004
2016-01-08,0.03725
2016-01-18,0.05128
2016-01-28,0.03902
2016-02-12,0.03524
2016-02-21,0.045950000000000005
2016-03-09,0.039259999999999996
2016-03-24,0.08066999999999999
2016-03-31,0.03753
2016-04-08,0.05688
2016-04-21,0.06288
2016-05-02,0.1404374494
2016-05-12,0.0798517759
2016-05-20,0.066214225
2016-05-27,0.0754234516
2016-06-04,0.0632879784
2016-06-11,0.0788641392
2016-06-17,0.14759
2016-06-27,0.056389999999999996
2016-07-08,0.06258
2016-07-15,0.06575
2016-07-22,0.07092
2016-07-29,0.07758
2016-08-05,0.07889
2016-08-12,0.11171
2016-08-19,0.0822
2016-08-26,0.05963
2016-09-02,0.07447
2016-09-09,0.05419
2016-09-16,0.06483
2016-09-23,0.0686
2016-09-30,0.05925
2016-10-12,0.08442
2016-10-19,0.055069999999999994
2016-10-27,0.057019999999999994
2016-11-03,0.08181000000000001
2016-11-12,0.05452
2016-11-23,0.05556
2016-12-04,0.04679
2016-12-19,0.04697
2017-03-19,0.05575
2017-04-12,0.05129
2017-04-30,0.05259
2017-05-14,0.17054
2017-05-30,0.06386
2017-06-15,0.06645
2017-06-30,0.07469
2017-07-13,0.06348999999999999
2017-07-30,0.07275000000000001
2017-08-25,0.06849
2017-09-14,0.07837
2017-09-27,0.06614
2017-10-14,0.06966
2017-10-23,0.06485
2017-11-03,0.07419
2017-11-16,0.07653
2017-12-19,0.04892
2018-01-05,0.04625
2018-01-25,0.05041
2018-03-03,0.06656
2018-03-17,0.04159
2018-05-07,0.06570999999999999
2018-05-25,0.05409
2018-06-08,0.06053
2018-06-15,0.05953
2018-06-25,0.07152
2018-07-09,0.061869999999999994
2018-07-15,0.06311
2018-08-10,0.06382
2018-08-17,0.06016
2018-08-24,0.06325
2018-09-07,0.026580000000000003
2018-09-14,0.030690000000000002
2018-09-21,0.02486
2018-09-28,0.03334
