date,magnesium
YYYY-MM-DD,ppb
2014-12-12,7406.35393
2015-01-24,7782.18353
2015-02-07,9507.21299
2015-02-19,10101.01808
2015-03-16,7189.95952
2015-04-19,4754.57221
2015-05-11,3589.06024
2015-05-24,3851.33075
2015-06-02,2527.61071
2015-06-18,1660.4537300000002
2015-07-02,3335.79859
2015-07-15,4413.00487
2015-08-02,5955.72823
2015-08-09,6609.229649999999
2015-10-04,7034.03925
2015-10-13,7410.32764
2015-10-26,6137.9977
2015-11-09,6144.099969999999
2015-11-23,6296.70075
2015-12-09,6488.540480000001
2015-12-30,6795.55329
2016-01-08,6947.73694
2016-01-18,6998.63273
2016-01-28,7096.57365
2016-02-12,7345.08377
2016-02-21,7509.381080000001
2016-03-09,6535.5051
2016-03-24,6938.5767
2016-03-31,6652.401250000001
2016-04-08,5862.71227
2016-04-21,4966.21133
2016-05-02,5230.3708726330005
2016-05-12,4380.5317836105005
2016-05-20,3521.3766888623
2016-05-27,3139.2269638896
2016-06-04,1978.4700432449997
2016-06-11,1881.2228733427999
2016-06-17,2063.42864
2016-06-27,2945.6505199999997
2016-07-08,4481.6429499999995
2016-07-15,5791.84131
2016-07-22,6362.67969
2016-07-29,7647.15945
2016-08-05,5716.27466
2016-08-12,6958.4878100000005
2016-08-19,8255.37121
2016-08-26,7410.168250000001
2016-08-27,7703.91608
2016-09-02,6421.09232
2016-09-09,7835.034450000001
2016-09-16,8023.2063100000005
2016-09-23,7488.90228
2016-09-30,7131.75295
2016-10-12,6871.8613000000005
2016-10-19,7136.2492999999995
2016-10-27,7259.97071
2016-11-03,7218.85041
2016-11-12,7718.292780000001
2016-11-23,6336.1520199999995
2016-12-04,7789.36044
2016-12-19,7396.48874
2017-03-19,6435.07316
2017-04-12,6443.21159
2017-04-30,5357.05022
2017-05-14,3309.17336
2017-05-30,2740.8714400000003
2017-06-15,2346.76985
2017-06-30,2175.22068
2017-07-13,2810.6631599999996
2017-07-30,3721.8111099999996
2017-08-25,6965.67238
2017-09-14,8397.19288
2017-09-27,8453.817000000001
2017-10-14,6594.8879099999995
2017-10-23,6672.43645
2017-10-29,2215.1495
2017-11-03,6886.73004
2017-11-16,7326.98625
2018-03-04,6567.78922
2018-05-25,2328.88299
2018-06-08,2132.4377799999997
2018-06-15,2943.27702
2018-06-25,4001.2784699999997
2018-07-09,6119.59612
2018-07-15,6699.6547199999995
2018-08-10,9773.67872
2018-08-17,9685.949560000001
2018-08-24,9193.13661
2018-09-07,11943.116170000001
2018-09-14,13042.115160000001
2018-09-21,12499.91646
2018-10-05,9705.52197
2018-10-12,8812.615090000001
2018-10-18,8638.13974
2018-10-25,7701.82238
2018-11-02,7294.5939
2018-11-10,7886.36199
2018-11-17,8181.17502
2019-02-27,7605.794959999999
2019-03-21,8173.342860000001
2019-03-30,7990.20004
2019-04-18,6577.16814
2019-05-08,4449.74527
2019-06-05,3369.7837500000005
2019-06-11,2559.6339900000003
2019-06-21,2222.14203
2019-06-27,2225.35452
2019-07-05,1994.5632
2019-07-14,2073.65106
2019-07-19,2354.7354100000002
2019-07-26,3037.05488
2019-08-02,3434.67543
2019-08-09,4003.1849899999997
2019-08-16,4761.8304
2019-08-23,5241.88448
2019-08-30,5935.580650000001
2019-09-06,6256.876499999999
2019-09-13,6911.98935
2019-09-20,7545.57222
2019-09-27,8113.512070000001
2019-10-04,8661.24341
2019-10-11,9638.265169999999
2019-10-19,8912.60067
2019-10-25,8855.1086
2019-11-03,8482.72538
2019-11-08,8504.545409999999
2019-11-15,8785.8017
2019-11-22,8498.40783
2019-12-04,8514.63574
2019-12-12,8430.17633
2019-12-20,8521.51197
2020-01-08,8539.977270000001
2020-01-21,8756.26287
2020-01-28,8863.01063
2020-02-11,9317.62463
2020-02-20,9707.98627
2020-03-11,10016.27264
2020-03-17,10377.593400000002
2020-04-03,10067.887130000001
2020-04-09,7817.27255
2020-04-14,7093.37173
2020-04-24,7082.37286
2020-05-22,2587.7882799999998
2020-05-29,2221.97071
2020-06-05,1789.70719
2020-06-12,2406.26134
2020-06-19,2623.12656
2020-06-26,3293.05182
2020-07-02,4173.98468
2020-07-10,5412.12781
2020-07-17,6286.89918
2020-07-23,6759.39593
2020-07-30,6808.30078
2020-08-07,8138.52542
2020-08-14,8876.40239
2020-08-20,9844.11181
2020-08-27,10037.76826
2020-09-03,9798.97157
2020-09-11,9115.02233
2020-09-18,9457.54473
2020-09-24,9631.55122
2020-10-01,10430.671199999999
2020-10-08,10073.277399999999
2020-10-16,10806.20259
2020-10-23,10656.7788
2020-10-27,11293.157739999999
2020-11-06,10443.97664
2020-11-13,10453.44878
2020-11-20,9580.93213
2020-12-04,10123.44703
2021-01-08,9605.96033
2021-01-15,9766.50129
2021-01-28,9519.175659999999
2021-02-11,9680.80105
2021-03-03,9780.68113
2021-03-19,10105.28896
2021-03-25,10448.73
2021-04-07,6897.933
2021-05-17,3018.384
2021-05-28,2462.589
2021-06-04,1915.698
2021-06-11,2011.63517
2021-06-18,2577.97648
2021-07-02,4048.56361
2021-07-09,4985.16198
2021-07-15,5328.692419999999
2021-07-30,6188.54197
2021-08-06,5809.893389999999
2021-08-13,6671.126691199999
2021-08-19,6076.0334839
2021-08-27,6896.0564034
2021-09-03,6780.0587307000005
2021-10-01,6898.2742539
2021-10-07,7942.642457
2021-10-22,6804.830731800001
2021-10-27,6091.575894400001
2021-11-03,5560.037715099999
2021-11-11,5574.7200784999995
2022-10-15,6999.399569900001
