date,silicon
YYYY-MM-DD,ppb
2020-05-22,2247.7252
2020-05-29,2310.7475299999996
2020-06-12,2309.7365600000003
2020-06-19,2327.85434
2020-06-26,2373.70541
2020-07-02,2281.82647
2020-07-10,2412.50879
2020-07-17,2580.58824
2020-07-23,2554.80749
2020-07-30,2542.26595
2020-08-07,2541.95365
2020-08-14,2463.57625
2020-08-20,2542.28705
2020-08-27,2597.7752600000003
2020-09-03,2702.7596799999997
2020-09-11,2821.0186599999997
2020-09-18,2664.22261
2020-09-24,2642.90568
2020-10-01,2617.95389
2020-10-16,2620.03369
2020-10-23,2678.14144
2020-11-06,2611.18348
2021-01-21,2206.57104
2021-02-17,2126.19467
2021-03-10,2103.31182
2021-04-14,2353.781
2021-05-19,2365.022
2021-05-28,2260.095
2021-06-04,2307.841
2021-06-11,2289.1678300000003
2021-06-24,2310.5119400000003
2021-07-09,2380.5186
2021-07-15,2274.07724
2021-07-23,3012.54269
2021-07-30,2028.95218
2021-08-06,2460.37798
2021-08-13,2098.3982559
2021-08-27,2044.7484581
2021-09-03,2099.1279833
2021-10-01,2115.3494057
2021-10-07,2223.4669198
2021-10-22,2302.7171914
2021-11-03,2367.4416071
2021-11-11,2311.8132318
