date,zirconium
YYYY-MM-DD,ppb
2014-12-12,0.01748
2015-04-19,0.026930000000000003
2015-05-11,1.05661
2015-05-24,0.97454
2015-06-02,1.34215
2015-06-18,0.6642199999999999
2015-07-02,0.41917000000000004
2015-07-15,0.3148
2015-08-02,0.14769
2015-08-09,0.0692
2015-10-04,0.21048
2015-10-13,0.30668
2015-10-26,0.21596
2015-11-09,0.3197
2015-11-23,0.29173
2016-04-08,0.11296
2016-04-21,0.017320000000000002
2016-05-02,0.23170833540000002
2016-05-20,0.0399372575
2016-05-27,0.05140936
2016-06-04,0.0819479045
2016-06-11,0.095358831
2016-06-17,0.0613
2016-06-27,0.028089999999999997
2016-07-08,0.03988
2016-07-15,0.06935
2016-07-22,0.13136
2016-07-29,0.05566
2016-08-05,0.06254
2016-08-12,0.07084
2016-08-19,0.007010000000000001
2016-08-26,0.023649999999999997
2016-09-02,1.39927
2016-09-09,0.02345
2016-09-16,0.72198
2016-09-23,0.0
2016-09-30,0.0
2016-10-12,0.07617
2016-10-19,0.06606
2016-10-27,0.07592
2016-11-03,0.6783300000000001
2016-11-12,0.07732
2016-11-23,0.0
2016-12-04,0.0
2017-05-14,0.14949
2017-05-30,0.15006
2017-06-15,0.16074000000000002
2017-06-30,0.21093
2017-07-13,0.13403
2017-07-30,0.1523
2017-08-25,4.1620099999999995
2017-09-14,0.027469999999999998
2017-09-27,0.03267
2017-10-14,0.15103
2017-10-23,0.55394
2017-11-03,0.09530999999999999
2017-11-16,0.10432
2018-03-03,0.17524
2018-05-25,0.06864
2018-06-08,0.08153
2018-06-15,0.0737
2018-06-25,0.07877999999999999
2018-07-09,0.05484
2018-07-15,0.04172000000000001
2018-08-10,0.039029999999999995
2018-08-17,0.06384
2018-08-24,0.049760000000000006
2018-09-07,0.51891
2018-09-14,0.21905000000000002
2018-09-21,0.15777
2018-09-28,0.14196
