date,calcium
YYYY-MM-DD,ppb
5/2/14,48771.99945
5/4/14,41669.12684
5/7/14,36928.68558
5/10/14,41705.86246
5/13/14,46085.16951
5/16/14,33959.48291
5/19/14,36282.57972
5/22/14,34434.32806
5/25/14,32534.53734
5/28/14,31214.39551
5/31/14,29127.25299
6/3/14,29078.27125
6/6/14,29144.69416
6/9/14,30861.49926
6/12/14,28371.62118
6/15/14,29072.47109
6/18/14,28267.59405
6/21/14,27668.99785
6/24/14,28176.90275
6/27/14,27918.20909
6/30/14,27147.68804
7/3/14,27772.44275
7/6/14,28153.00669
7/9/14,28815.26302
7/12/14,30926.75108
7/15/14,31358.38486
7/18/14,32907.73569
7/21/14,33419.8147
7/24/14,33848.62512
7/27/14,35359.31546
7/30/14,34642.44746
8/2/14,35758.70153
8/5/14,37452.12529
8/8/14,38610.25799
8/11/14,40301.24328
8/14/14,40635.52144
8/17/14,41156.9445
8/20/14,40825.30141
8/23/14,39585.03316
8/26/14,41678.40212
8/29/14,38725.59975
9/1/14,43803.91311
9/4/14,44564.76537
9/7/14,44575.15561
9/10/14,34481.06928
9/13/14,41124.4297
9/16/14,43875.42531
9/19/14,44838.39424
9/22/14,41010.02618
9/25/14,43814.45988
9/28/14,44869.27674
10/1/14,43452.09971
10/4/14,44137.28733
10/7/14,43008.42151
10/9/14,43043.80766
10/10/14,42218.71417
10/13/14,43019.64299
10/16/14,42852.72899
10/19/14,43321.12044
10/22/14,39928.09
10/23/14,40794.16582
10/24/14,40852.8049
10/25/14,41632.83068
10/26/14,40297.46854
10/27/14,40582.92598
10/28/14,41011.57469
10/29/14,41593.59581
10/30/14,41343.54827
10/31/14,41301.75604
11/1/14,40788.48661
11/2/14,41810.18069
11/3/14,41397.91689
11/4/14,41604.40026
11/5/14,42182.73477
11/6/14,42906.55155
11/7/14,42450.37624
11/8/14,41785.42165
11/9/14,42576.47756
11/10/14,43051.90532
11/11/14,44029.12351
11/12/14,43735.92022
11/13/14,44633.2392
11/14/14,45123.60948
11/15/14,43331.16441
11/16/14,45136.64751
11/17/14,47607.37178
11/18/14,49074.20471
11/19/14,47938.34058
11/20/14,50411.04065
11/21/14,49099.61153
11/22/14,49555.31421
11/23/14,48404.97662
11/24/14,48026.08
11/25/14,48167.15951
11/26/14,48299.66333
11/27/14,47970.15603
11/28/14,48868.05293
11/29/14,49060.04818
11/30/14,49579.62255
12/1/14,48968.58964
12/2/14,49586.15431
12/3/14,49474.38975
12/4/14,49069.84422
12/5/14,48987.16208
12/6/14,49691.30175
12/7/14,50227.14119
12/8/14,51347.07495
12/9/14,52939.11628
12/10/14,53255.67856
12/11/14,53470.26243
12/12/14,52776.88163
12/13/14,51869.15998
12/14/14,51230.03132
12/15/14,51153.62875
12/16/14,53147.36212
12/17/14,51819.20999
12/18/14,51378.13478
12/19/14,52199.57662
12/20/14,52596.25631
12/21/14,49427.92628
12/22/14,49526.95749
12/23/14,49589.23581
12/24/14,51098.42677
12/25/14,50971.99683
12/26/14,49864.42955
12/27/14,50094.30153
12/28/14,51230.61962
12/29/14,50545.58891
12/30/14,51343.5604
12/31/14,50726.67356
1/1/15,51136.42988
1/2/15,50721.73329
1/3/15,50914.14392
1/4/15,51357.73818
1/6/15,51452.61791
1/8/15,51594.63429
1/10/15,52790.18495
1/12/15,52018.66254
1/14/15,51482.80011
1/16/15,53218.11181
1/18/15,52438.21717
1/20/15,51528.55005
1/22/15,52801.13656
1/24/15,52490.95627
1/26/15,51842.50914
1/28/15,51501.43096
1/30/15,51790.46276
2/1/15,50811.47405
2/3/15,51085.8891
2/5/15,50907.0817
2/7/15,51517.33853
2/9/15,51522.29994
2/11/15,51223.19308
2/13/15,52927.44042
2/15/15,53168.62148
2/16/15,52866.74711
2/17/15,54438.21559
2/18/15,53580.00543
2/19/15,53103.78302
2/20/15,52229.37556
2/21/15,52017.20274
2/22/15,52252.35492
2/23/15,52316.66853
2/24/15,52120.17532
2/25/15,52378.82219
2/26/15,52539.07195
2/27/15,52002.53183
2/28/15,52431.3832
3/1/15,51617.05476
3/2/15,51307.99296
3/3/15,51521.93716
3/4/15,51499.69947
3/5/15,52414.96047
3/6/15,52546.99877
3/7/15,52374.86177
3/8/15,52185.05577
3/9/15,52405.78727
3/10/15,52353.21613
3/11/15,52599.6602
3/13/15,52587.41104
3/16/15,51781.9771
3/17/15,49331.07207
3/18/15,49297.44117
3/19/15,49810.30019
3/20/15,52253.72587
3/21/15,50317.89058
3/22/15,51651.95173
3/23/15,50612.79665
3/24/15,51436.88894
3/25/15,46553.40961
3/26/15,53886.79435
3/27/15,50579.60087
3/28/15,50268.73996
3/29/15,49054.10708
3/30/15,50188.12654
3/31/15,48370.86638
4/1/15,48077.94621
4/2/15,48181.5977
4/3/15,49068.57501
4/4/15,50588.63101
4/5/15,50744.26493
4/6/15,49729.39839
4/7/15,49730.29397
4/8/15,48782.75914
4/9/15,48567.83139
4/10/15,48645.26985
4/11/15,46757.45345
4/12/15,47320.93217
4/13/15,43234.48051
4/14/15,43323.24451
4/15/15,40532.57116
4/16/15,42467.08454
4/17/15,41832.29368
4/18/15,43696.48142
4/19/15,46032.34587
4/20/15,46684.05245
4/21/15,47046.45334
4/22/15,48987.93666
