date,silver
YYYY-MM-DD,ppb
2016-10-16,0.14958000000000002
2016-10-19,0.03761
2016-10-27,0.01116
2016-11-03,0.00125
2016-11-12,0.0
2016-11-23,0.01106
2017-08-04,0.0
2017-08-25,0.88296
2017-09-27,0.32538
2017-10-05,0.16104000000000002
2017-10-12,0.38028
2017-10-24,0.10157
2017-11-03,0.061149999999999996
2017-11-15,0.049449999999999994
2018-05-25,0.0015400000000000001
2018-06-09,0.00034999999999999994
2018-06-15,0.0009299999999999999
2018-06-25,0.0
2018-07-16,0.0
2018-08-10,0.0
2018-08-17,0.00112
2018-08-24,0.0
2019-06-23,1.37309
2019-06-27,1.74112
2019-07-05,1.7447499999999998
2019-07-14,1.733
2019-07-19,1.72847
2019-07-26,1.74755
2019-08-02,1.7205000000000001
2019-08-09,3.04403
2019-08-16,3.0445100000000003
2019-08-23,3.07022
2019-08-30,3.06595
2019-09-06,3.0718
2019-09-13,3.05102
2019-09-20,3.04519
2019-09-27,3.05059
2019-10-04,3.0428500000000005
2019-10-11,3.0420399999999996
2019-10-19,3.04577
2020-03-01,1.00494
2020-04-01,1.00294
2020-04-28,1.0209
2020-05-22,1.03226
2020-05-29,1.0152
2020-06-05,1.01297
2020-06-12,1.02385
2020-06-19,1.1083
2020-06-26,1.01324
2020-07-02,1.02038
2020-07-10,1.00785
2020-07-17,1.01915
2020-07-23,1.00241
2020-07-30,1.00722
2020-08-07,0.98535
2020-08-14,1.00742
2020-08-20,0.9949399999999999
2020-08-27,1.00426
2020-09-03,1.0199
2020-09-11,1.00041
2020-09-18,1.00979
2020-09-24,0.99219
2020-10-01,1.00463
2020-10-08,1.01431
2020-10-16,1.0049
2020-10-23,1.02871
2020-11-06,1.02145
2021-01-21,1.00632
2021-02-17,1.05409
2021-03-10,1.05554
2021-04-14,0.0
2021-05-19,0.0
2021-05-28,0.0
2021-06-04,0.0
2021-06-11,0.18006
2021-06-18,0.17787
2021-06-24,0.18543
2021-07-02,0.1825
2021-07-09,0.17756999999999998
2021-07-15,0.19227999999999998
2021-07-23,0.23242
2021-07-30,0.22630999999999998
2021-08-06,0.24383
2021-08-13,0.032496
2021-08-19,0.011744600000000001
2021-08-27,0.0300892
2021-09-03,0.0165643
2021-10-01,0.0285154
2021-10-07,0.0504252
2021-10-22,0.0319351
2021-11-03,0.0623586
2021-11-11,0.0076605
2021-12-20,0.015252600000000002
