date,arsenic
YYYY-MM-DD,ppb
2014-12-12,0.09021
2015-05-11,0.09183
2015-05-24,0.14052
2015-06-02,0.15924
2015-06-18,27.11133
2015-07-02,0.15478999999999998
2015-07-15,21.206
2015-08-02,0.16528
2015-08-09,0.15013
2015-10-04,27.0828
2015-10-13,28.18882
2015-10-26,27.510460000000002
2015-11-09,25.534390000000002
2016-05-12,0.0
2016-05-20,0.1472953012
2016-05-27,0.0376374909
2016-06-04,0.1620683388
2016-06-11,0.1191305603
2016-06-17,0.019020000000000002
2016-06-27,0.13913
2016-07-08,0.11326
2016-07-15,0.13296
2016-07-22,0.13101
2016-07-29,0.16954
2016-08-05,0.1555
2016-08-12,0.15541
2016-08-19,0.11905
2016-08-26,0.14902
2016-09-02,0.11048000000000001
2016-09-09,0.16532000000000002
2016-09-16,0.12272999999999999
2016-09-23,0.19363999999999998
2016-09-30,0.11006
2016-10-12,0.08402
2016-10-19,0.15649
2016-10-27,0.11285
2016-11-03,0.13492
2016-11-12,0.09666
2017-05-30,0.012539999999999999
2017-06-15,0.00557
2017-06-30,0.01129
2017-07-13,0.010349999999999998
2017-07-30,0.014580000000000001
2017-08-25,0.04852000000000001
2017-09-14,0.03486
2017-09-27,0.03574
2017-10-14,0.03947
2017-10-23,0.03319
2017-11-03,0.04235
2018-05-25,0.08472
2018-06-08,0.12436
2018-06-15,0.11043
2018-06-25,0.09174
2018-07-09,0.11985000000000001
2018-07-15,0.14124
