date,germanium
YYYY-MM-DD,ppb
2015-07-08,0.007209999999999999
2015-07-09,0.01107
2015-07-10,0.00932
2015-07-11,0.0
2015-07-12,0.00118
2015-07-13,0.0053
2015-07-14,0.01242
2015-07-15,0.00993
2015-07-16,0.00405
2015-07-17,0.00359
2015-07-18,0.0030800000000000003
2015-07-19,0.00143
2015-07-20,0.00569
2015-07-21,0.0024600000000000004
2015-07-22,0.0
2015-07-23,0.0
2015-07-24,0.00874
2015-07-25,0.00045000000000000004
2015-07-26,0.0
2015-07-27,0.00469
2015-07-28,0.00498
2015-07-29,0.0032400000000000003
2015-07-30,0.0025599999999999998
2015-07-31,0.00709
2015-08-01,0.00411
2015-08-02,0.0054600000000000004
2015-08-03,0.0
2015-08-04,0.00092
2015-08-05,0.00844
2015-08-06,0.01281
2015-08-07,0.0
2015-08-08,0.0
2015-08-09,0.0
2015-08-10,0.0
2015-08-11,0.0
2015-08-12,0.0
2015-08-13,0.00033
2015-08-14,0.0
2015-08-15,0.0
2015-08-16,0.0
2015-08-17,0.0
2015-08-18,0.0
2015-08-19,0.00066
2015-08-20,0.00292
2015-08-21,0.0
2015-08-22,0.00215
2015-08-23,0.0
2015-08-24,0.00325
2015-08-25,0.00043999999999999996
2015-08-25,0.0
2015-08-26,0.0
2015-08-26,0.0
2015-08-27,0.0058
2015-08-27,0.0
2015-08-28,0.0
2015-08-28,0.0002
2015-08-29,0.0
2015-08-29,0.0
2015-08-30,0.0
2015-08-30,0.0
2015-08-31,0.00341
2015-08-31,0.00409
2015-09-01,0.0037
2015-09-01,0.0029
2015-09-02,0.00515
2015-09-02,0.0015400000000000001
2015-09-03,0.0
2015-09-03,0.0
2015-09-04,0.0025399999999999997
2015-09-04,0.0050100000000000006
2015-09-05,0.0049299999999999995
2015-09-05,0.00848
2015-09-06,0.0162
2015-09-07,0.00767
2015-09-07,0.00902
2015-09-08,0.011869999999999999
2015-09-08,0.00885
2015-09-09,0.01361
2015-09-09,0.00791
2015-09-10,0.005999999999999999
2015-09-10,0.00543
2015-09-11,0.00545
2015-09-11,0.00667
2015-09-12,0.00766
2015-09-12,0.01741
2015-09-13,0.01047
2015-09-13,0.01031
2015-09-14,0.013290000000000001
2015-09-14,0.011739999999999999
2015-09-15,0.010950000000000001
2015-09-15,0.01547
2015-09-16,0.013049999999999999
2015-09-16,0.01786
2015-09-17,0.01625
2015-09-17,0.02101
2015-09-18,0.02513
2015-09-18,0.00979
2015-09-19,0.0055000000000000005
2015-09-20,0.00634
2015-09-21,0.0037199999999999998
2015-09-22,0.00092
2015-09-23,0.00053
2015-09-24,0.0
2015-09-25,0.0024000000000000002
2015-09-26,0.0
2015-09-27,0.0
2015-09-28,0.00775
2015-09-29,0.0
2015-09-30,0.00219
2015-10-01,0.0
2015-10-02,0.0007700000000000001
2015-10-03,0.0
2015-10-04,0.0
2015-10-05,0.00119
2015-10-06,0.00253
2015-10-07,0.0027
2015-10-08,0.00202
2015-10-09,0.00201
2015-10-10,0.00288
2015-10-11,0.00115
2015-10-12,0.0
2015-10-13,0.0
2015-10-14,0.0
2015-10-15,0.0
2015-10-16,0.0
2015-10-17,0.0
2015-10-18,0.0
2015-10-19,0.0
2015-10-20,0.0
2015-10-21,0.0
2015-10-22,0.0
2015-10-23,0.0
2015-10-24,0.0
2015-10-25,0.0
2015-10-26,0.0
2015-10-27,0.0
2015-10-28,0.0
2015-10-29,0.0
2015-10-30,0.0
2015-10-31,0.0
2015-11-01,0.0
2015-11-02,0.0
2015-11-03,0.0
2015-11-04,0.0
2015-11-05,0.00302
2015-11-06,0.0
2015-11-08,0.0
2015-11-09,0.0
2015-11-10,0.0
2015-11-11,0.0
2015-11-12,0.0
2015-11-13,0.0
2015-11-14,0.0
2015-11-15,0.0
2015-11-16,0.0
2015-11-17,0.00025
2015-11-18,0.0
2015-11-19,0.0
2015-11-20,0.0
2015-11-21,0.0018599999999999999
2015-11-22,0.0
2015-11-23,0.0
2015-11-24,0.0
2015-11-25,0.0010299999999999999
2015-11-26,0.00053
2015-11-27,0.0
2015-11-28,0.0
2015-11-29,0.00278
2015-11-30,0.0029500000000000004
2015-12-01,0.0033
2015-12-02,0.00021999999999999998
2015-12-03,0.0042499999999999994
2015-12-04,0.00361
2015-12-05,0.004070000000000001
2015-12-06,0.00479
2015-12-07,0.00585
2015-12-08,0.00883
2015-12-09,0.0056099999999999995
2015-12-10,0.00771
2015-12-11,0.00225
2015-12-12,0.00301
2015-12-13,0.00621
2015-12-14,0.00405
2015-12-15,0.0012300000000000002
2015-12-16,0.00811
2015-12-17,0.00889
2015-12-18,0.00221
2015-12-19,0.00049
2015-12-20,0.0
2015-12-21,0.00178
2015-12-22,0.0
2015-12-23,0.00369
2015-12-24,0.0
2015-12-25,0.00247
2015-12-26,0.0018599999999999999
2015-12-27,0.00307
2015-12-28,0.0034400000000000003
2015-12-29,0.00301
2015-12-30,0.0052499999999999995
2015-12-31,0.00452
2016-01-01,0.0
2016-01-02,0.00283
2016-01-03,0.01965
2016-01-04,0.0
2016-01-05,0.006030000000000001
2016-01-06,0.0
2016-01-07,0.005860000000000001
2016-01-08,0.00689
2016-01-09,0.00196
2016-01-10,0.007010000000000001
2016-01-11,0.010430000000000002
2016-01-12,0.00473
2016-01-13,0.0
2016-01-14,0.00464
2016-01-15,0.0019000000000000002
2016-01-16,0.00041
2016-01-17,0.00422
2016-01-18,0.0025599999999999998
2016-01-19,0.00694
2016-01-20,0.00753
2016-01-21,0.0
2016-01-22,0.0063100000000000005
2016-01-23,0.00555
2016-01-24,0.0037199999999999998
2016-01-25,0.0
2016-01-26,0.0
2016-01-27,0.00569
2016-01-28,0.00296
2016-01-29,0.00074
2016-01-30,0.0015799999999999998
2016-01-31,0.0018599999999999999
2016-02-01,0.00025
2016-02-02,0.005999999999999999
2016-02-03,0.0
2016-02-04,0.00071
2016-02-05,0.0
2016-02-06,0.0
2016-02-07,0.00356
2016-02-11,0.00875
2016-02-12,0.0009699999999999999
2016-02-13,0.0
2016-02-14,0.0006999999999999999
2016-02-15,0.00138
2016-02-16,0.00185
2016-02-17,0.0016
2016-02-18,0.00021999999999999998
2016-02-19,0.0
2016-02-20,0.0011
2016-02-21,0.00199
2016-02-22,0.00347
2016-02-23,0.0
2016-02-24,0.0035199999999999997
2016-02-25,0.0016799999999999999
2016-02-26,0.00055
2016-02-27,0.0
2016-02-28,0.0
