date,beryllium
YYYY-MM-DD,ppb
2015-12-31,0.05718
2016-02-12,0.024759999999999997
2016-02-18,0.01465
2016-02-24,0.01689
2016-03-04,0.010620000000000001
2016-03-11,0.02375
2016-03-18,0.011470000000000001
2016-03-27,0.00687
2016-03-28,0.0
2016-04-03,0.0
2016-04-04,0.0
2016-04-05,0.0
2016-04-05,0.05999
2016-04-05,0.05999
2016-04-07,0.03593
2016-04-07,0.03593
2016-04-09,0.06439
2016-04-09,0.06439
2016-04-11,0.06906999999999999
2016-04-11,0.06906999999999999
2016-04-14,0.036199999999999996
2016-04-16,0.38525
2016-04-18,0.32913
2016-04-20,0.35713
2016-04-22,0.29693
2016-04-24,0.43121
2016-04-26,0.36858
2016-04-28,0.43814
2016-04-30,0.40973000000000004
2016-05-02,0.48468
2016-05-04,0.51651
2016-05-06,0.52367
2016-05-08,0.49325
2016-05-10,0.57775
2016-05-12,0.17738
2016-05-14,0.26661
2016-05-16,0.16566999999999998
2016-05-18,0.20709000000000002
2016-05-20,0.20601999999999998
2016-05-22,0.13001000000000001
2016-05-24,0.17451999999999998
2016-05-26,0.20396999999999998
2016-05-28,0.21750999999999998
2016-05-30,0.13055
2016-06-01,0.17817
2016-06-03,0.0
2016-06-05,0.16015000000000001
2016-06-07,0.06648
2016-06-09,0.048209999999999996
2016-06-11,0.041339999999999995
2016-06-13,0.037290000000000004
2016-06-15,0.050530000000000005
2016-06-17,0.048659999999999995
2016-06-19,0.04163
2016-06-21,0.04157
2016-06-23,0.04953
2016-06-25,0.02562
2016-06-27,0.04752
2016-06-29,0.04116
2016-07-01,0.048580000000000005
2016-07-03,0.05543
2016-07-05,0.0356
2016-07-07,0.033600000000000005
2016-07-09,0.03482
2016-07-11,0.03309
2016-07-13,0.03571
2016-07-15,0.037360000000000004
2016-07-17,0.03188
2016-07-19,0.12157
2016-07-21,0.04988
2016-07-23,0.03868
2016-07-25,0.02343
2016-07-27,0.03316
2016-07-29,0.026480000000000004
2016-07-31,0.01495
2016-08-02,0.02172
2016-08-04,0.01729
2016-08-06,0.0611
2016-08-08,0.050350000000000006
2016-08-10,0.037360000000000004
2016-08-12,0.02977
2016-08-14,0.12359
2016-08-16,0.031
2016-08-18,0.021450000000000004
2016-08-20,0.02082
2016-08-22,0.00927
2016-08-24,0.02547
2016-08-26,0.04537
2016-08-28,0.0259
2016-09-02,0.01496
2016-09-03,0.00833
2016-09-05,0.016900000000000002
2016-09-07,0.021150000000000002
2016-09-09,0.0
2016-09-11,0.01503
2016-09-13,0.01173
2016-09-15,0.0021000000000000003
2016-09-21,0.00585
2016-09-21,0.0
2016-09-23,0.0
2016-09-25,0.0
2016-09-27,0.01483
2016-09-29,0.0
2016-10-01,0.08170999999999999
2016-10-03,0.05097
2016-10-05,0.03941
2016-10-07,0.02474
2016-10-09,0.03082
2016-10-11,0.043590000000000004
2016-10-15,0.028909999999999998
2016-10-17,0.03227
2016-10-19,0.03117
2016-10-21,0.01438
2016-10-23,0.02978
2016-10-25,0.0188
2016-10-27,0.01422
2016-10-29,0.02557
2016-11-13,0.02453
2016-11-23,0.0
2016-12-15,0.0
2017-01-24,0.0
2017-02-20,0.02198
2017-03-10,0.04575
2017-03-17,0.03264
2017-03-25,0.0649
2017-03-28,0.03782
2017-03-29,0.029750000000000002
2017-03-30,0.03265
2017-03-31,0.042820000000000004
2017-04-01,0.02926
2017-04-02,0.01709
2017-04-03,0.02905
2017-04-05,0.01125
2017-04-06,0.04097
2017-04-07,0.050839999999999996
2017-04-08,0.01326
2017-04-09,0.037169999999999995
2017-04-10,0.20745
2017-04-11,0.07288
2017-04-12,0.06276000000000001
2017-04-13,0.06053
2017-04-14,0.07386000000000001
2017-04-15,0.07315
2017-04-16,0.06123
2017-04-17,0.08628
2017-04-18,0.08857000000000001
2017-04-19,0.08776
2017-04-20,0.05072
2017-04-21,0.05512
2017-04-22,0.041729999999999996
2017-04-23,0.02725
2017-04-24,0.03635
2017-04-25,0.03319
2017-04-26,0.05048999999999999
2017-04-27,0.052700000000000004
2017-04-29,0.04315
2017-04-30,0.04868
2017-05-01,0.02919
2017-05-02,0.03826
2017-05-03,0.029390000000000003
2017-05-04,0.06798
2017-05-05,0.06977
2017-05-06,0.06766
2017-05-07,0.0678
2017-05-08,0.08022
2017-05-09,0.0732
2017-05-10,0.08422
2017-05-11,0.0669
2017-05-12,0.0592
2017-05-13,0.04773
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,0.0
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,0.0
2017-05-27,0.0
2017-05-28,0.0
2017-05-29,0.0
2017-05-30,0.0
2017-05-31,0.0
2017-06-01,0.0
2017-06-02,0.0
2017-06-03,0.0
2017-06-04,0.0
2017-06-05,0.0
2017-06-06,0.0
2017-06-07,0.0
2017-06-08,0.0
2017-06-09,0.04968
2017-06-10,0.0
2017-06-11,0.0
2017-06-12,0.0
2017-06-13,0.0
2017-06-14,0.0
2017-06-15,0.0
2017-06-16,0.0
2017-06-17,0.0
2017-06-18,0.0
2017-06-19,0.0
2017-06-20,0.0
2017-06-21,0.0
2017-06-22,0.0
2017-06-23,0.0
2017-06-24,0.0
2017-06-25,0.0
2017-06-26,0.0
2017-06-27,0.0
2017-06-28,0.04616000000000001
2017-06-29,0.00867
2017-06-30,0.01969
2017-07-01,0.018600000000000002
2017-07-02,0.00929
2017-07-03,0.023010000000000003
2017-07-04,0.00848
2017-07-05,0.0
2017-07-06,0.00157
2017-07-07,0.0
2017-07-08,0.0
2017-07-09,0.0
2017-07-10,0.00399
2017-07-11,0.023600000000000003
2017-07-12,0.00424
2017-07-13,0.0
2017-07-14,0.0
2017-07-15,0.01219
2017-07-18,0.020079999999999997
2017-07-19,0.0363
2017-07-20,0.019799999999999998
2017-07-21,0.02697
2017-07-22,0.0066
2017-07-23,0.024589999999999997
2017-07-24,0.046220000000000004
2017-07-25,0.05124
2017-07-26,0.0
2017-07-27,0.04445
2017-07-28,0.020300000000000002
2017-07-29,0.05078
2017-07-30,0.027659999999999997
2017-07-31,0.01335
2017-08-01,0.01252
2017-08-02,0.039080000000000004
2017-08-03,0.019629999999999998
2017-08-04,0.03247
2017-08-05,0.0
2017-08-06,0.01064
2017-08-07,0.0294
2017-08-08,0.12861
2017-08-09,0.05842
2017-08-10,0.049909999999999996
2017-08-11,0.0
2017-08-12,0.033530000000000004
2017-08-13,0.01364
2017-08-14,0.01771
2017-08-15,0.0
2017-08-16,0.01576
2017-08-17,0.016280000000000003
2017-08-18,0.0
2017-08-19,0.010870000000000001
2017-08-20,0.02484
2017-08-21,0.00187
2017-08-22,0.0
2017-08-23,0.14142
2017-08-24,0.0
2017-08-25,0.00643
2017-08-26,0.021740000000000002
2017-08-27,0.0
2017-08-28,0.0
2017-08-29,0.00398
2017-08-30,0.0
2017-08-31,0.0
2017-09-01,0.0
2017-09-02,0.03338
2017-09-03,0.0
2017-09-04,0.0
2017-09-05,0.00054
2017-09-17,0.01473
2017-09-18,0.0017000000000000001
2017-09-19,0.0
2017-09-20,0.00621
2017-09-21,0.0074
2017-09-22,0.0
2017-09-23,0.00955
2017-09-24,0.01075
2017-09-25,0.0
2017-09-26,0.00859
2017-09-27,0.01225
2017-09-28,0.00889
2017-09-29,0.0
2017-09-30,0.00061
2017-10-01,0.0108
2017-10-02,0.0
2017-10-03,0.017570000000000002
2017-10-04,0.00541
2017-10-05,0.00235
2017-10-06,0.0
2017-10-07,0.0
2017-10-08,0.0
2017-10-09,0.00278
2017-10-10,0.0
2017-10-20,0.0
2017-11-07,0.01209
2018-04-28,0.0
2018-04-29,0.0
2018-04-30,0.0
2018-05-01,0.0
2018-05-02,0.0
2018-05-03,0.0
2018-05-04,0.0
2018-05-05,0.0
2018-05-06,0.0
2018-05-07,0.0
2018-05-08,0.0
2018-05-09,0.0
2018-05-10,0.0
2018-05-11,0.0
2018-05-12,0.0
2018-05-13,0.0
2018-05-14,0.0
2018-05-15,0.0
2018-05-16,0.0
2018-05-17,0.0
2018-05-18,0.0
2018-05-19,0.0
2018-05-20,0.0
2018-05-21,0.0
2018-05-22,0.0
2018-05-23,0.0
2018-05-24,0.0
2018-05-25,0.0
2018-05-26,0.0
2018-05-27,0.0
2018-05-28,0.0
2018-05-29,0.0
2018-05-30,0.0
2018-05-31,0.0
2018-06-01,0.0
2018-06-02,0.0
2018-06-03,0.0
2018-06-04,0.0
2018-06-05,0.0
2018-06-06,0.0
2018-06-07,0.0
2018-06-08,0.0
2018-06-09,0.0
2018-06-10,0.0
2018-06-11,0.0
2018-06-12,0.0
2018-06-13,0.0
2018-06-14,0.0
2018-06-15,0.0
2018-06-23,0.0
2018-06-24,0.0
2018-06-25,0.0
2018-06-26,0.0
2018-06-27,0.0
2019-03-05,0.0
2019-03-15,0.0
2019-03-23,0.0
2019-03-26,0.0
2019-03-27,0.0
2019-03-28,0.0
2019-04-04,0.0
2019-04-10,0.0
2019-04-11,0.0
2019-04-16,0.0
2019-04-17,0.0
2019-04-18,0.0
2019-04-19,0.0
2019-04-20,0.0
2019-04-21,0.0
2019-04-22,0.0
2019-04-23,0.0
2019-04-24,0.0
2019-04-25,0.0
2019-04-26,0.0
2019-04-27,0.0
2019-04-28,0.0
2019-04-29,0.0
2019-04-30,0.0
2019-05-01,0.0
2019-05-02,0.0
2019-05-03,0.0
2019-05-04,0.0
2019-05-05,0.0
2019-05-06,0.0
2019-05-07,0.0
2019-05-08,0.0
2019-05-09,0.0
2019-05-10,0.0
2019-05-11,0.0
2019-05-12,0.0
2019-05-13,0.0
2019-05-14,0.0
2019-05-15,0.0
2019-05-16,0.0
2019-05-17,0.0
2019-05-18,0.0
2019-05-19,0.0
2019-05-20,0.0
2019-05-21,0.0
2019-05-22,0.0
2019-05-23,0.0
2019-05-24,0.0
2019-05-25,0.0
2019-05-26,0.0
2019-05-27,0.0
2019-05-28,0.0
2019-05-29,0.0
2019-05-30,0.0
2019-05-31,0.0
2019-06-01,0.0
2019-06-02,0.0
2019-06-03,0.0
2019-06-04,0.0
2019-06-05,0.0
2019-06-06,0.0
2019-06-07,0.0
2019-06-08,0.0
2019-06-09,0.0
2019-06-10,0.0
2019-06-10,0.0
2019-06-10,0.0
2019-06-10,0.0
2019-06-11,0.0
2019-06-11,0.0
2019-06-11,0.0
2019-06-11,0.0
2019-06-11,0.0
2019-06-11,0.0
2019-06-11,0.0
2019-06-11,0.0
2019-06-11,0.0
2019-06-11,0.0
2019-06-11,0.0
2019-06-11,0.0
2019-06-11,0.0
2019-06-11,0.0
2019-06-11,0.0
2019-06-11,0.0
2019-06-11,0.0
2019-06-11,0.0
2019-06-11,0.0
2019-06-11,0.0
2019-06-11,0.0
2019-06-12,0.0
2019-06-13,0.0
2019-06-14,0.0
2019-06-15,0.0
2019-06-16,0.0
2019-06-24,0.0
2019-06-25,0.0
2019-06-26,0.0
2019-06-27,0.0
2019-06-28,0.0
2019-06-29,0.0
2019-06-30,0.0
2019-07-01,0.0
2019-07-02,0.0
2019-07-03,0.0
2019-07-04,0.0
2019-07-05,0.0
2019-07-06,0.0
2019-07-07,0.0
2019-07-08,0.0
2019-07-09,0.0
2019-07-10,0.0
2019-07-11,0.0
2019-07-12,0.0
2019-07-13,0.0
2019-07-14,0.0
2019-07-15,0.0
2019-07-16,0.0
2019-07-17,0.0
2019-07-18,0.0
2019-07-19,0.0
2019-07-20,0.0
2019-07-21,0.0
2019-07-22,0.0
2019-07-23,0.0
2019-07-24,0.0
2019-07-25,0.0
2019-07-26,0.0
2019-07-26,0.0
2019-07-26,0.0
2019-07-26,0.0
2019-07-26,0.0
