date,arsenic
YYYY-MM-DD,ppb
2015-06-29,0.151668976
2015-07-08,0.3063195767
2015-07-13,0.2623129278
2015-07-22,0.176689378
2015-08-03,0.129285145
2015-08-17,0.0556120026
2015-08-24,0.045399002
2015-10-21,0.12132000000000001
2015-11-01,0.054920000000000004
2015-11-09,0.17664
2015-11-17,0.069
2015-11-23,0.13757
2015-12-03,0.25193
2015-12-14,0.10536999999999999
2015-12-22,0.10787
2015-12-28,0.11034000000000001
2016-01-04,0.33538999999999997
2016-01-12,0.19846
2016-02-02,0.6766300000000001
2016-02-15,0.20595
2016-02-23,0.0
2016-02-29,0.0
2016-03-08,0.19028
2016-03-15,0.18542
2016-03-21,0.17186
2016-03-29,0.16238
2016-04-05,0.27490000000000003
2016-04-12,0.13596
2016-04-19,0.19629000000000002
2016-04-25,0.23029
2016-05-03,0.18949
2016-05-11,0.12861
2016-05-17,0.12101
2016-05-27,0.2783
2016-06-01,0.19239
2016-06-09,0.21334999999999998
2016-06-16,0.21864
2016-06-22,0.21311
2016-06-29,0.18347
2016-07-08,0.17756999999999998
2016-07-15,0.17392000000000002
2016-07-22,0.17798000000000003
2016-07-29,0.12406
2016-08-05,0.14595
2016-08-12,0.5367500000000001
2016-08-19,0.18077
2016-08-26,0.17766
2016-09-02,0.11998999999999999
2016-09-09,0.18245999999999998
2016-09-16,0.18273999999999999
2016-09-23,0.24791000000000002
2016-10-01,0.18488000000000002
2016-10-12,0.15506
2016-10-19,0.23596
2016-10-21,0.06526
2016-10-27,0.12372
2016-11-03,0.48694000000000004
2016-11-12,0.20828
2016-11-22,0.05305
2016-11-29,0.0
2016-12-06,0.05971
2016-12-13,0.07454
2016-12-27,0.12109999999999999
2017-01-03,0.16579
2017-01-17,0.07807
2017-01-24,0.08714
2017-01-31,0.1177
2017-02-07,0.3
2017-02-15,0.27244
2017-02-21,0.20798
2017-02-28,0.32636
2017-03-09,0.34419
2017-03-14,0.25987
2017-03-21,0.26433
2017-03-28,0.22905999999999999
2017-04-04,0.22499999999999998
2017-04-11,0.24852
2017-04-18,0.15933
2017-04-25,0.25874
2017-05-02,0.18797999999999998
2017-05-09,0.09996
2017-05-16,0.13163
2017-05-23,0.08843999999999999
2017-05-30,0.15631
2017-06-01,0.17604999999999998
2017-06-16,0.16988
2017-06-30,0.16371
2017-07-30,0.10777
2017-08-25,0.20567
2017-09-14,0.16618
2017-09-27,0.18716
2017-10-10,0.14153000000000002
2017-10-14,0.16086
2017-10-17,0.15365
2017-10-23,0.15369
2017-10-24,0.11180000000000001
2017-10-31,0.16278
2017-11-03,0.16731
2017-11-07,0.17451
2017-11-14,0.12713
2017-11-15,0.0885
2017-11-21,0.22814
2017-11-24,0.12713
2017-11-28,0.10644
2017-12-05,0.08856
2017-12-12,0.11271
2017-12-19,0.09159
2017-12-26,0.11474
2018-01-02,0.30641
2018-01-09,0.10161
2018-01-16,0.09480000000000001
2018-01-23,0.1468
2018-01-30,0.13904
2018-02-06,0.1954
2018-02-13,0.12973
2018-02-20,0.10246999999999999
2018-02-27,0.09358
2018-03-06,0.09551000000000001
2018-03-13,0.19951
2018-03-20,0.054869999999999995
2018-03-27,0.06248
2018-04-03,0.08942
2018-04-10,0.15271
2018-04-17,0.14071999999999998
2018-04-24,0.07440000000000001
2018-05-01,0.13443
2018-05-25,0.1291
2018-06-09,0.06848
2018-06-15,0.10529
2018-06-25,0.10701000000000001
2018-07-11,0.1282
2018-07-16,0.13538
2018-08-10,0.14498
2018-08-17,0.049370000000000004
2018-08-24,0.028579999999999998
2018-09-07,0.21474
2018-09-14,0.28026
2018-09-21,0.38871999999999995
2018-09-28,0.21829
2018-10-05,0.20809999999999998
2018-10-12,0.15632000000000001
2018-10-19,0.06358
2018-10-25,0.04576
2018-11-02,0.30169999999999997
2019-05-07,0.13454
2019-06-23,0.12046
2019-06-27,0.11741
2019-07-05,0.10971
2019-07-14,0.13537
2019-07-19,0.14968
2019-07-26,0.12007000000000001
2019-08-02,0.13108
2019-08-09,0.06745
2019-08-16,0.08038000000000001
2019-08-23,0.24951
2019-08-30,0.29331
2019-09-06,0.19823000000000002
2019-09-13,0.20304
2019-09-20,0.08485
2019-09-27,0.05845
2019-10-04,0.06032
2019-10-11,0.054419999999999996
2019-10-19,0.0533
2020-05-22,0.37074
2020-05-29,0.26273
2020-06-05,0.24481
2020-06-12,0.27053
2020-06-19,0.16942
2020-06-26,0.18474999999999997
2020-07-02,0.15122
2020-07-10,0.17066
2020-07-17,0.17262
2020-07-23,0.16301
2020-07-30,0.14611000000000002
2020-08-07,0.16392
2020-08-14,0.1609
2020-08-20,0.11138
2020-08-27,0.14238
2020-09-03,0.0781
2020-09-11,0.19813
2020-09-18,0.2498
2020-09-24,0.13498
2020-10-01,0.15134999999999998
2020-10-08,0.16404
2020-10-16,0.16788
2020-10-23,0.25382
2020-11-06,0.14929
2021-05-19,0.05186
2021-05-28,0.05566
2021-06-04,0.04042
2021-06-11,0.06403
2021-06-18,0.06214
2021-06-24,0.05802
2021-07-02,0.00808
2021-07-09,0.08243
2021-07-15,0.00999
2021-07-23,0.1395
2021-07-30,0.08257
2021-08-06,0.08048
2021-08-13,0.0871489
2021-08-19,0.1318778
2021-08-27,0.1936852
2021-09-03,0.1935956
2021-10-01,0.11753029999999999
2021-10-07,0.17961100000000002
2021-10-22,0.164502
2022-10-15,0.06899169999999999
