date,titanium
YYYY-MM-DD,ppb
2020-05-22,0.6844899999999999
2020-05-29,0.34887
2020-06-12,0.7279
2020-06-19,0.31832
2020-06-26,1.35886
2020-07-02,0.76334
2020-07-10,0.30613
2020-07-17,1.1695
2020-07-23,0.7516299999999999
2020-07-30,0.7261099999999999
2020-08-07,0.83033
2020-08-14,0.49881000000000003
2020-08-20,0.97236
2020-08-27,0.30446999999999996
2020-09-03,1.5307499999999998
2020-09-11,0.45143999999999995
2020-09-18,0.41368000000000005
2020-09-24,0.42851
2020-10-01,0.3305
2020-10-16,0.0
2020-10-23,1.16144
2020-11-06,0.0
2021-01-21,0.0
2021-02-17,0.8772199999999999
2021-03-10,2.06163
2021-04-14,1.72097
2021-05-19,1.37665
2021-05-28,0.96555
2021-06-04,1.12627
2021-06-11,1.19281
2021-06-24,1.41447
2021-07-09,1.31606
2021-07-15,1.13428
2021-07-23,0.45856
2021-07-30,0.96364
2021-08-06,1.3555800000000002
2021-08-13,1.0202167
2021-08-27,0.38849010000000006
2021-09-03,0.6795706
2021-10-01,0.3799638
2021-10-07,0.42342219999999997
2021-10-22,0.3724717
2021-11-03,1.5782425999999998
2021-11-11,4.108818100000001
