date,barium
YYYY-MM-DD,ppb
2016-10-16,41.25323
2016-10-19,37.66332
2016-10-27,42.19964
2016-11-03,40.603559999999995
2016-11-12,42.51656
2016-11-23,40.98907
2017-08-04,46.51608
2017-08-25,41.30965
2017-09-27,60.392939999999996
2017-10-05,52.69638
2017-10-12,67.77656999999999
2017-10-24,39.78046
2017-11-03,30.301360000000003
2017-11-15,40.29407
2018-05-25,40.862230000000004
2018-06-09,85.05938
2018-06-15,40.82242
2018-06-25,38.71728
2018-07-16,39.70368
2018-08-10,40.251239999999996
2018-08-17,40.55735
2018-08-24,33.12864
2019-06-23,43.5209
2019-06-27,43.82344
2019-07-05,43.480059999999995
2019-07-14,41.18732
2019-07-19,36.815380000000005
2019-07-26,20.37118
2019-08-02,40.311310000000006
2019-08-09,40.2788
2019-08-16,41.69684
2019-08-23,1524.08809
2019-08-30,1102.42586
2019-09-06,484.50539
2019-09-13,32.30282
2019-09-20,24.01519
2019-09-27,34.11079
2019-10-04,38.4944
2019-10-11,124.49399
2019-10-19,36.56245
2020-03-01,38.98191
2020-04-01,42.13692
2020-04-28,45.34315
2020-05-22,31.12586
2020-05-29,38.55305
2020-06-05,44.93665
2020-06-12,52.01722
2020-06-19,46.08138
2020-06-26,41.63432
2020-07-02,25.77005
2020-07-10,35.56486
2020-07-17,41.01947
2020-07-23,31.948520000000002
2020-07-30,39.75343
2020-08-07,38.46902
2020-08-14,34.22087
2020-08-20,35.57925
2020-08-27,32.04435
2020-09-03,35.47488
2020-09-11,34.30867
2020-09-18,37.3412
2020-09-24,43.19329
2020-10-01,43.105599999999995
2020-10-08,27.2688
2020-10-16,37.57849
2020-10-23,39.9984
2020-11-06,40.203990000000005
2021-01-21,40.95626
2021-02-17,40.160470000000004
2021-03-10,38.23323
2021-04-14,48.79328
2021-05-19,27.18862
2021-05-28,41.3954
2021-06-04,70.59544
2021-06-11,47.98509
2021-06-18,44.44033
2021-06-24,40.09296
2021-07-02,41.911100000000005
2021-07-09,34.464800000000004
2021-07-15,36.00715
2021-07-23,119.20662999999999
2021-07-30,35.84081
2021-08-06,37.94007
2021-08-13,39.1177978
2021-08-19,39.8810904
2021-08-27,39.438505199999994
2021-09-03,39.687167
2021-10-01,36.8338061
2021-10-07,49.2208792
2021-10-22,35.9033677
2021-11-03,33.6094553
2021-11-11,37.0837769
2021-12-20,38.5093298
