date,barium
YYYY-MM-DD,ppb
2015-04-28,70.6139950150341
2015-04-29,70.1708807121641
2015-04-30,70.7022885389568
2015-05-01,63.4051978750485
2015-05-02,57.4460027809844
2015-05-03,52.8875163364709
2015-05-04,49.5330204574557
2015-05-05,47.9895667687619
2015-05-06,47.5329236077845
2015-05-07,47.423393160663
2015-05-08,48.8847235685628
2015-05-09,48.7534166001271
2015-05-10,46.1883085039415
2015-05-11,48.0506259625847
2015-05-12,49.0279769584853
2015-05-13,49.6888454046017
2015-05-14,49.6165569581966
2015-05-15,47.9695804489379
2015-05-16,45.6502836775871
2015-05-17,44.4755210115491
2015-05-18,45.334953911173
2015-05-19,46.1311505494199
2015-05-20,46.7301215036278
2015-05-20,58.2594336810341
2015-05-21,62.0926634471543
2015-05-21,57.5492091661626
2015-05-22,61.7591478538857
2015-05-23,61.1960079696196
2015-05-24,60.4467965637734
2015-05-25,63.1794467147472
2015-05-26,60.9426237839264
2015-05-27,61.7087962160126
2015-05-28,57.9782194348628
2015-05-29,55.4689483325729
2015-05-30,56.2061010166524
2015-05-31,52.1236533064072
2015-06-01,48.9163377047322
2015-06-02,44.9911070894196
2015-06-03,42.7728369072272
2015-06-04,42.1776426440719
2015-06-05,41.3985678611957
2015-06-06,43.0091828582189
2015-06-07,43.1503286965493
2015-06-08,38.9520086409571
2015-06-09,38.4501045770784
2015-06-10,37.7881738500842
2015-06-11,36.797002391209
2015-06-12,37.1112377267517
2015-06-13,43.39015693380001
2015-06-14,42.5728725114
2015-06-15,42.4913187725
2015-06-16,42.4008310375
2015-06-17,38.7833672816
2015-06-18,39.124036811100005
2015-06-19,37.7366226072
2015-06-20,39.102078533000004
2015-06-21,38.5244983666
2015-06-22,37.942806823199994
2015-06-23,38.228377999231675
2015-06-24,38.85640791759034
2015-06-25,38.87101337150153
2015-06-26,37.78767203105597
2015-06-27,36.552618750740045
2015-06-28,42.66604125765369
2015-06-29,36.92763154714702
2015-06-30,36.5347044572451
2015-07-01,36.960421421370036
2015-07-02,38.277123497556616
2015-07-03,37.20137150412999
2015-07-04,36.89805260847953
2015-07-05,41.80944295016843
2015-07-06,35.46508137614001
