date,phosphorus
YYYY-MM-DD,ppb
2016-10-15,295.33480000000003
2016-10-19,277.77715
2016-10-27,261.86788
2016-11-03,265.79455
2016-11-12,258.07545999999996
2016-11-23,203.85048999999998
2016-12-19,197.12709
2017-03-19,317.01697
2017-04-11,156.8944
2017-04-12,213.93486
2017-05-14,148.30049
2017-05-30,174.34145999999998
2017-06-01,137.55169999999998
2017-06-15,155.73023
2017-06-30,172.98749999999998
2017-07-13,189.91053
2017-07-30,206.68389000000002
2017-08-25,231.96635
2017-09-13,253.51762000000002
2017-09-27,260.8133
2017-10-14,277.85146000000003
2017-10-23,272.55075
2017-10-29,221.81416
2017-11-03,280.26430999999997
2017-11-16,278.07949
2017-12-19,196.77553
2018-01-05,194.49523
2018-01-25,195.40431
2018-03-03,397.96508000000006
2018-03-17,405.7854
2018-05-07,221.55355
2018-05-25,273.65614
2018-06-03,295.64502
2018-06-15,322.02909
2018-06-25,343.79378
2018-07-11,390.52762
2018-07-15,406.92786
2018-08-10,426.15627000000006
2018-08-17,436.98255000000006
2018-08-24,447.70758
