date,cobalt
YYYY-MM-DD,ppb
2016-10-15,0.06446
2016-10-19,0.07913
2016-10-27,0.06519
2016-11-03,0.07769
2016-11-12,0.07013
2016-11-23,0.07729
2016-12-19,0.06836
2017-03-19,0.9608800000000001
2017-04-11,0.07158
2017-04-12,0.58592
2017-05-14,0.22419999999999998
2017-05-30,0.29072
2017-06-01,0.10833000000000001
2017-06-15,0.09511
2017-06-30,0.06786
2017-07-13,0.05783
2017-07-30,0.08001
2017-08-25,0.05202
2017-09-13,0.057429999999999995
2017-09-27,0.054169999999999996
2017-10-14,0.06454
2017-10-23,0.050159999999999996
2017-10-29,0.09280999999999999
2017-11-03,0.05338
2017-11-16,0.054790000000000005
2017-12-19,0.10160000000000001
2018-01-05,0.10722000000000001
2018-01-25,0.09135000000000001
2018-03-03,0.08378999999999999
2018-03-17,0.07209
2018-05-07,0.05946
2018-05-25,0.06524
2018-06-03,0.060450000000000004
2018-06-15,0.06284
2018-06-25,0.0651
2018-07-11,0.05971
2018-07-15,0.06832
2018-08-10,0.07415
2018-08-17,0.08154
2018-08-24,0.07813
