date,magnesium
YYYY-MM-DD,ppb
2019-10-07,3529.20798
2020-05-26,439.19628
2020-10-09,2948.4777400000003
2021-05-25,464.32135000000005
2021-07-28,1148.24714
2021-07-29,1532.9848100000002
2021-10-05,1979.90892
